X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,4.6898,4.6898,0.2792,0.1156,1.0
552720.14,6798277.25,-8191.53,62.9019,62.9019,2.4297,0.1783,1.0
553148.33,6798270.75,-8186.99,54.8225,54.8225,2.1667,0.175,1.0
553576.81,6798264.63,-8184.66,156.1899,156.1899,5.1846,0.2002,1.0
554005.8,6798259.13,-8182.89,309.828,309.828,9.175,0.2168,1.0
554435.41,6798254.13,-8185.29,1.9148,1.9148,0.1324,0.094,1.0
554865.73,6798249.75,-8190.42,4.0531,4.0531,0.2473,0.1121,1.0
555296.92,6798246.38,-8195.59,2.9807,2.9807,0.1914,0.1047,1.0
555729.08,6798244.13,-8206.91,42.0458,42.0458,1.6425,0.8396,1.0
556162.25,6798242.75,-8223.83,116.7104,116.7104,3.8458,0.9567,1.0
556596.48,6798242.38,-8240.85,52.3169,52.3169,1.9706,0.8646,1.0
557031.84,6798243.13,-8257.6,0.1309,0.1309,0.0134,0.1777,1.0
551017.77,6798754.75,-8199.52,3.0923,3.0923,0.1974,0.1056,0.0
551444.72,6798747.63,-8178.79,47.7556,47.7556,1.9313,0.1716,1.0
551872.02,6798740.38,-8158.26,193.8763,193.8763,6.2079,0.2054,1.0
552299.33,6798733.0,-8142.98,246.7419,246.7419,7.5894,0.2113,1.0
552726.53,6798725.63,-8130.86,39.4808,39.4808,1.6481,0.167,1.0
553153.88,6798718.38,-8119.8,51.0755,51.0755,2.0426,0.1733,1.0
553581.64,6798711.5,-8114.71,423.8723,423.8723,11.9134,0.2243,1.0
554010.0,6798705.25,-8114.15,275.8799,275.8799,8.3293,0.214,1.0
554439.0,6798699.63,-8113.97,4.8633,4.8633,0.2878,0.1165,1.0
554868.67,6798694.63,-8120.9,54.8909,54.8909,2.169,0.175,1.0
555299.14,6798690.5,-8135.23,56.9363,56.9363,2.2361,0.1759,1.0
555730.53,6798687.5,-8152.42,208.6792,208.6792,6.6004,0.2072,1.0
556162.89,6798685.38,-8169.34,311.4453,311.4453,9.2149,0.2169,1.0
556596.28,6798684.38,-8186.64,324.6435,324.6435,9.5392,0.2179,1.0
557030.78,6798684.63,-8206.69,102.0369,102.0369,3.4385,0.9412,1.0
557466.42,6798685.88,-8227.16,36.6027,36.6027,1.4633,0.8237,1.0
557903.22,6798688.25,-8249.61,173.5725,173.5725,5.3535,1.0022,1.0
558341.14,6798691.88,-8271.9,53.506,53.506,2.0079,0.8672,1.0
558780.0,6798696.5,-8291.84,190.626,190.626,5.7883,1.0129,1.0
559219.48,6798702.0,-8309.65,73.1054,73.1054,2.6043,0.903,0.159122
550116.27,6799200.5,-8527.77,80.2566,80.2566,2.8149,0.9137,0.0
550574.11,6799205.38,-8494.37,1.0937,1.0937,0.0785,0.4211,1.0
551020.25,6799204.63,-8152.31,81.6889,81.6889,3.0209,0.1846,0.0
551451.75,6799197.88,-8130.46,3.1717,3.1717,0.2016,0.1062,0.0
551878.75,6799190.0,-8105.6,135.6268,135.6268,4.6092,0.1968,1.0
552305.13,6799181.88,-8083.85,158.2243,158.2243,5.2408,0.2005,1.0
552731.47,6799173.75,-8068.03,199.3114,199.3114,6.3526,0.2061,1.0
553158.23,6799165.88,-8053.24,322.1733,322.1733,9.4787,0.2177,1.0
553585.56,6799158.38,-8045.66,96.8808,96.8808,3.4823,0.1887,1.0
554013.5,6799151.38,-8045.38,253.9183,253.9183,7.7729,0.212,1.0
554442.03,6799145.0,-8042.9,73.6134,73.6134,2.7699,0.1821,1.0
554871.17,6799139.38,-8050.78,54.5394,54.5394,2.1574,0.1748,1.0
555301.02,6799134.5,-8070.5,185.8605,185.8605,5.9932,0.2044,1.0
555731.69,6799130.5,-8088.87,117.075,117.075,4.0775,0.1933,1.0
556163.28,6799127.63,-8106.7,3.9115,3.9115,0.24,0.1113,1.0
556595.86,6799126.0,-8129.24,173.0508,173.0508,5.647,0.2027,1.0
557029.48,6799125.5,-8154.67,123.4665,123.4665,4.2622,0.1946,1.0
557464.19,6799126.0,-8180.21,169.1999,169.1999,5.5421,0.2022,1.0
557899.95,6799127.63,-8206.4,185.514,185.514,5.6587,1.0098,1.0
558336.8,6799130.38,-8233.22,28.4057,28.4057,1.1846,0.7946,1.0
558774.58,6799134.25,-8262.42,0.2088,0.2088,0.0197,0.2312,1.0
