X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,2.7207,2.7207,0.039,0.1156,1.0
552720.14,6798277.25,-8191.53,36.4915,36.4915,0.3395,0.1783,1.0
553148.33,6798270.75,-8186.99,31.8043,31.8043,0.3028,0.175,1.0
553576.81,6798264.63,-8184.66,90.6109,90.6109,0.7245,0.2002,1.0
554005.8,6798259.13,-8182.89,179.7413,179.7413,1.2822,0.2168,1.0
554435.41,6798254.13,-8185.29,1.1108,1.1108,0.0185,0.094,1.0
554865.73,6798249.75,-8190.42,2.3514,2.3514,0.0346,0.1121,1.0
555296.92,6798246.38,-8195.59,1.7292,1.7292,0.0267,0.1047,1.0
555729.08,6798244.13,-8206.91,143.0651,143.0651,1.3462,0.7305,1.0
556162.25,6798242.75,-8223.83,397.1192,397.1192,3.1522,0.8323,1.0
556596.48,6798242.38,-8240.85,178.0137,178.0137,1.6152,0.7523,1.0
557031.84,6798243.13,-8257.6,0.4455,0.4455,0.011,0.1546,1.0
551017.77,6798754.75,-8199.52,1.794,1.794,0.0276,0.1056,0.0
551444.72,6798747.63,-8178.79,27.7046,27.7046,0.2699,0.1716,1.0
551872.02,6798740.38,-8158.26,112.474,112.474,0.8675,0.2054,1.0
552299.33,6798733.0,-8142.98,143.143,143.143,1.0606,0.2113,1.0
552726.53,6798725.63,-8130.86,22.9041,22.9041,0.2303,0.167,1.0
553153.88,6798718.38,-8119.8,29.6306,29.6306,0.2854,0.1733,1.0
553581.64,6798711.5,-8114.71,245.9022,245.9022,1.6648,0.2243,1.0
554010.0,6798705.25,-8114.15,160.0469,160.0469,1.164,0.214,1.0
554439.0,6798699.63,-8113.97,2.8213,2.8213,0.0402,0.1165,1.0
554868.67,6798694.63,-8120.9,31.844,31.844,0.3031,0.175,1.0
555299.14,6798690.5,-8135.23,33.0306,33.0306,0.3125,0.1759,1.0
555730.53,6798687.5,-8152.42,121.0616,121.0616,0.9224,0.2072,1.0
556162.89,6798685.38,-8169.34,180.6796,180.6796,1.2877,0.2169,1.0
556596.28,6798684.38,-8186.64,188.3363,188.3363,1.3331,0.2179,1.0
557030.78,6798684.63,-8206.69,347.1914,347.1914,2.8183,0.8189,1.0
557466.42,6798685.88,-8227.16,124.5447,124.5447,1.1994,0.7166,1.0
557903.22,6798688.25,-8249.61,590.5988,590.5988,4.3879,0.8719,1.0
558341.14,6798691.88,-8271.9,182.0597,182.0597,1.6457,0.7545,1.0
558780.0,6798696.5,-8291.84,648.625,648.625,4.7443,0.8813,1.0
559219.48,6798702.0,-8309.65,248.7489,248.7489,2.1346,0.7857,0.909938
550116.27,6799200.5,-8527.77,273.0816,273.0816,2.3072,0.795,0.0
550574.11,6799205.38,-8494.37,3.7215,3.7215,0.0643,0.3664,1.0
551020.25,6799204.63,-8152.31,47.3904,47.3904,0.4222,0.1846,0.0
551451.75,6799197.88,-8130.46,1.84,1.84,0.0282,0.1062,0.0
551878.75,6799190.0,-8105.6,78.6816,78.6816,0.6441,0.1968,1.0
552305.13,6799181.88,-8083.85,91.7911,91.7911,0.7324,0.2005,1.0
552731.47,6799173.75,-8068.03,115.627,115.627,0.8877,0.2061,1.0
553158.23,6799165.88,-8053.24,186.9033,186.9033,1.3246,0.2177,1.0
553585.56,6799158.38,-8045.66,56.2038,56.2038,0.4866,0.1887,1.0
554013.5,6799151.38,-8045.38,147.3063,147.3063,1.0862,0.212,1.0
554442.03,6799145.0,-8042.9,42.7055,42.7055,0.3871,0.1821,1.0
554871.17,6799139.38,-8050.78,31.6401,31.6401,0.3015,0.1748,1.0
555301.02,6799134.5,-8070.5,107.8238,107.8238,0.8375,0.2044,1.0
555731.69,6799130.5,-8088.87,67.9191,67.9191,0.5698,0.1933,1.0
556163.28,6799127.63,-8106.7,2.2692,2.2692,0.0335,0.1113,1.0
556595.86,6799126.0,-8129.24,100.3924,100.3924,0.7891,0.2027,1.0
557029.48,6799125.5,-8154.67,71.6269,71.6269,0.5956,0.1946,1.0
557464.19,6799126.0,-8180.21,98.1584,98.1584,0.7745,0.2022,1.0
557899.95,6799127.63,-8206.4,631.2309,631.2309,4.6381,0.8786,1.0
558336.8,6799130.38,-8233.22,96.6533,96.6533,0.9709,0.6913,1.0
558774.58,6799134.25,-8262.42,0.7104,0.7104,0.0162,0.2012,1.0
559212.58,6799139.0,-8290.88,0.4459,0.4459,0.011,0.1547,0.909938
559656.31,6799142.38,-8443.36,636.4395,636.4395,4.6699,0.8794,1.0
560105.63,6799141.75,-8474.76,0.9144,0.9144,0.02,0.2264,1.0
550109.17,6799645.63,-8521.2,180.1467,180.1467,1.6313,0.7535,0.0
550566.02,6799650.75,-8479.16,324.6141,324.6141,2.6647,0.8122,1.0
551016.95,6799652.38,-8397.58,10.0066,10.0066,0.1467,0.4651,1.0
551455.7,6799647.88,-8074.79,39.6955,39.6955,0.3642,0.1803,0.0
551884.05,6799639.75,-8049.79,3.1796,3.1796,0.0444,0.1194,0.0
552309.11,6799630.88,-8026.69,2.7947,2.7947,0.0399,0.1163,1.0
552735.0,6799622.13,-8006.87,129.2891,129.2891,0.9743,0.2088,1.0
553161.61,6799613.5,-7989.09,19.1517,19.1517,0.1984,0.1627,1.0
553588.77,6799605.38,-7979.6,45.541,45.541,0.4084,0.1836,1.0
554016.42,6799597.75,-7976.4,21.8558,21.8558,0.2215,0.1659,1.0
554444.58,6799590.63,-7974.7,2.4654,2.4654,0.0359,0.1133,1.0
554873.27,6799584.25,-7984.63,80.1169,80.1169,0.6539,0.1973,1.0
