Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,0
2000-04-10,12097839,12433545,0
2000-05-30,12830294,13186325,0
2000-07-19,13560325,13936614,2.246832371
2000-09-07,14286047,14682474,7.962819576
2000-10-27,15014690,15431337,17.36728477
2000-11-29,15497375,15927416,25.27471733
2001-01-01,15980060,16423495,34.88717651
2001-02-20,16704070,17167594,59.6931839
2001-04-11,17429864,17913530,104.4806595
2001-05-31,18162800,18666804,168.1647339
2001-07-20,18890580,19414778,249.6902618
2001-09-08,19609942,20154104,349.2561035
2001-10-28,20335564,20899860,473.9727173
2001-11-29,20810682,21388162,567.032959
2002-01-01,21285802,21876466,673.088501
2002-02-20,22009630,22620380,858.1798706
2002-04-11,22735784,23366684,1099.800415
2002-05-31,23471236,24122544,1450.366577
2002-07-20,24206240,24877944,1949.042603
2002-07-31,24369368,25045600,2064.753174
2002-08-15,24593460,25275910,2239.237061
2002-09-30,25265734,25966840,2941.77832
2002-11-15,25942068,26661940,3774.41626
2003-01-01,26618300,27356936,4786.933105
2003-02-20,27358568,28117746,5978.407715
2003-04-11,28096748,28876412,7471.616699
2003-05-31,28826582,29626496,9399.606445
2003-07-20,29554332,30374442,11751.85254
2003-09-08,30278688,31118898,14484.12988
2003-10-28,31002782,31863086,17702.63281
2003-11-29,31473300,32346660,19990.12305
2004-01-01,31943818,32830234,22556.06445
2004-02-20,32675950,33582684,27117.79297
2004-04-10,33406498,34333500,32667.32031
2004-05-30,34129812,35076888,39053.58984
2004-07-19,34855192,35822396,46178.26172
2004-09-05,35556800,36543472,53548.83984
2004-10-25,36283900,37290752,62012.22266
2004-11-28,36776052,37796560,68078.05469
2005-01-01,37268204,38302368,74576.3125
2005-02-20,38003260,39057824,84416.60938
2005-04-11,38737716,39812660,95270.17188
2005-05-31,39469768,40565024,106864.2656
2005-07-20,40201624,41317188,119578.7344
