X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,5.3958,5.3958,0.2501,0.1156,1.0
552720.14,6798277.25,-8191.53,72.3704,72.3704,2.1764,0.1783,1.0
553148.33,6798270.75,-8186.99,63.0748,63.0748,1.9408,0.175,1.0
553576.81,6798264.63,-8184.66,179.7007,179.7007,4.6439,0.2002,1.0
554005.8,6798259.13,-8182.89,356.4654,356.4654,8.2182,0.2168,1.0
554435.41,6798254.13,-8185.29,2.203,2.203,0.1186,0.094,1.0
554865.73,6798249.75,-8190.42,4.6633,4.6633,0.2215,0.1121,1.0
555296.92,6798246.38,-8195.59,3.4293,3.4293,0.1714,0.1047,1.0
555729.08,6798244.13,-8206.91,223.8491,223.8491,6.8078,0.6186,1.0
556162.25,6798242.75,-8223.83,621.3588,621.3588,15.9403,0.7048,1.0
556596.48,6798242.38,-8240.85,278.5319,278.5319,8.1678,0.637,1.0
557031.84,6798243.13,-8257.6,0.6971,0.6971,0.0555,0.1309,1.0
551017.77,6798754.75,-8199.52,3.5578,3.5578,0.1768,0.1056,0.0
551444.72,6798747.63,-8178.79,54.9441,54.9441,1.7299,0.1716,1.0
551872.02,6798740.38,-8158.26,223.06,223.06,5.5605,0.2054,1.0
552299.33,6798733.0,-8142.98,283.8831,283.8831,6.7979,0.2113,1.0
552726.53,6798725.63,-8130.86,45.4238,45.4238,1.4763,0.167,1.0
553153.88,6798718.38,-8119.8,58.7637,58.7637,1.8296,0.1733,1.0
553581.64,6798711.5,-8114.71,487.6765,487.6765,10.671,0.2243,1.0
554010.0,6798705.25,-8114.15,317.4072,317.4072,7.4606,0.214,1.0
554439.0,6798699.63,-8113.97,5.5953,5.5953,0.2578,0.1165,1.0
554868.67,6798694.63,-8120.9,63.1535,63.1535,1.9428,0.175,1.0
555299.14,6798690.5,-8135.23,65.5067,65.5067,2.0029,0.1759,1.0
555730.53,6798687.5,-8152.42,240.091,240.091,5.9121,0.2072,1.0
556162.89,6798685.38,-8169.34,358.3262,358.3262,8.2539,0.2169,1.0
556596.28,6798684.38,-8186.64,373.5111,373.5111,8.5444,0.2179,1.0
557030.78,6798684.63,-8206.69,543.2385,543.2385,14.2518,0.6935,1.0
557466.42,6798685.88,-8227.16,194.8707,194.8707,6.065,0.6068,1.0
557903.22,6798688.25,-8249.61,924.0895,924.0895,22.1891,0.7383,1.0
558341.14,6798691.88,-8271.9,284.8626,284.8626,8.3223,0.6389,1.0
558780.0,6798696.5,-8291.84,1014.881,1014.881,23.9915,0.7463,1.0
559219.48,6798702.0,-8309.65,389.2088,389.2088,10.7944,0.6653,0.242012
550116.27,6799200.5,-8527.77,427.2813,427.2813,11.6674,0.6732,0.0
550574.11,6799205.38,-8494.37,5.8229,5.8229,0.3253,0.3103,1.0
551020.25,6799204.63,-8152.31,93.9853,93.9853,2.7059,0.1846,0.0
551451.75,6799197.88,-8130.46,3.6491,3.6491,0.1805,0.1062,0.0
551878.75,6799190.0,-8105.6,156.0423,156.0423,4.1285,0.1968,1.0
552305.13,6799181.88,-8083.85,182.0413,182.0413,4.6943,0.2005,1.0
552731.47,6799173.75,-8068.03,229.3131,229.3131,5.6901,0.2061,1.0
553158.23,6799165.88,-8053.24,370.6691,370.6691,8.4902,0.2177,1.0
553585.56,6799158.38,-8045.66,111.464,111.464,3.1192,0.1887,1.0
554013.5,6799151.38,-8045.38,292.1398,292.1398,6.9623,0.212,1.0
554442.03,6799145.0,-8042.9,84.6942,84.6942,2.4811,0.1821,1.0
554871.17,6799139.38,-8050.78,62.749,62.749,1.9324,0.1748,1.0
555301.02,6799134.5,-8070.5,213.8375,213.8375,5.3682,0.2044,1.0
555731.69,6799130.5,-8088.87,134.698,134.698,3.6523,0.1933,1.0
556163.28,6799127.63,-8106.7,4.5003,4.5003,0.215,0.1113,1.0
556595.86,6799126.0,-8129.24,199.0996,199.0996,5.0581,0.2027,1.0
557029.48,6799125.5,-8154.67,142.0515,142.0515,3.8177,0.1946,1.0
557464.19,6799126.0,-8180.21,194.669,194.669,4.9641,0.2022,1.0
557899.95,6799127.63,-8206.4,987.6652,987.6652,23.4541,0.744,1.0
558336.8,6799130.38,-8233.22,151.2301,151.2301,4.9099,0.5854,1.0
558774.58,6799134.25,-8262.42,1.1115,1.1115,0.0818,0.1704,1.0
559212.58,6799139.0,-8290.88,0.6977,0.6977,0.0555,0.131,0.242012
559656.31,6799142.38,-8443.36,995.8149,995.8149,23.6153,0.7447,1.0
560105.63,6799141.75,-8474.76,1.4308,1.4308,0.101,0.1917,1.0
550109.17,6799645.63,-8521.2,281.8693,281.8693,8.2493,0.638,0.0
550566.02,6799650.75,-8479.16,507.9126,507.9126,13.4752,0.6878,1.0
551016.95,6799652.38,-8397.58,15.657,15.657,0.7418,0.3938,1.0
551455.7,6799647.88,-8074.79,78.7247,78.7247,2.3345,0.1803,0.0
551884.05,6799639.75,-8049.79,6.3058,6.3058,0.2848,0.1194,0.0
552309.11,6799630.88,-8026.69,5.5424,5.5424,0.2558,0.1163,1.0
552735.0,6799622.13,-8006.87,256.4078,256.4078,6.2451,0.2088,1.0
553161.61,6799613.5,-7989.09,37.9819,37.9819,1.2718,0.1627,1.0
553588.77,6799605.38,-7979.6,90.3175,90.3175,2.6176,0.1836,1.0
554016.42,6799597.75,-7976.4,43.3446,43.3446,1.4197,0.1659,1.0
554444.58,6799590.63,-7974.7,4.8894,4.8894,0.2304,0.1133,1.0
554873.27,6799584.25,-7984.63,158.8888,158.8888,4.1912,0.1973,1.0
555302.55,6799578.5,-8001.94,54.3001,54.3001,1.713,0.1714,1.0
555732.53,6799573.63,-8017.55,67.8583,67.8583,2.0627,0.1767,1.0
556163.38,6799569.88,-8039.4,5.9876,5.9876,0.2728,0.1182,1.0
556595.17,6799567.25,-8070.33,94.2287,94.2287,2.7117,0.1846,1.0
557027.95,6799565.75,-8101.85,187.1048,187.1048,4.8029,0.2012,1.0
557461.72,6799565.38,-8133.42,152.6008,152.6008,4.0525,0.1963,1.0
557896.39,6799566.13,-8165.32,170.7181,170.7181,4.4497,0.199,1.0
558331.95,6799567.63,-8196.6,81.0663,81.0663,2.3922,0.181,1.0
558768.75,6799570.13,-8229.46,1297.992,1297.992,29.4513,0.767,1.0
559207.25,6799573.38,-8262.81,1024.622,1024.622,24.1832,0.7471,0.242012
559651.83,6799575.38,-8415.4,491.3827,491.3827,13.1088,0.685,1.0
560101.39,6799575.63,-8451.25,0.9861,0.9861,0.0741,0.1602,1.0
550101.53,6800090.5,-8508.12,257.9519,257.9519,7.6617,0.6305,0.0
550555.81,6800094.75,-8448.93,274.4016,274.4016,8.0668,0.6358,1.0
551007.16,6800097.13,-8356.09,17.3494,17.3494,0.8081,0.4025,1.0
551452.52,6800095.88,-8261.44,398.7003,398.7003,11.0133,0.6673,1.0
551885.55,6800089.25,-7998.16,57.4661,57.4661,1.7959,0.1727,0.0
552311.13,6800080.0,-7975.18,5.8909,5.8909,0.2691,0.1178,1.0
552737.48,6800070.88,-7951.78,240.4168,240.4168,5.9188,0.2072,1.0
553164.3,6800061.75,-7930.73,6.3783,6.3783,0.2875,0.1197,1.0
553591.41,6800053.0,-7915.88,43.3473,43.3473,1.4198,0.1659,1.0
554018.84,6800044.63,-7907.83,249.3373,249.3373,6.1012,0.2081,1.0
554446.69,6800036.75,-7904.66,68.1313,68.1313,2.0696,0.1768,1.0
554874.95,6800029.5,-7913.2,229.0675,229.0675,5.685,0.2061,0.0
555303.7,6800022.75,-7931.66,98.3542,98.3542,2.8103,0.1857,1.0
