Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,0
2000-04-10,12097839,12433545,0
2000-05-30,12830294,13186325,0
2000-07-19,13560325,13936614,0
2000-09-07,14286047,14682474,0
2000-10-27,15014690,15431337,0
2000-11-29,15497375,15927416,0
2001-01-01,15980060,16423495,0
2001-02-20,16704070,17167594,0
2001-04-11,17429864,17913530,0
2001-05-31,18162800,18666804,0
2001-07-20,18890580,19414778,1.952333331
2001-09-08,19609942,20154104,6.517454624
2001-10-28,20335564,20899860,16.6615715
2001-11-29,20810682,21388162,26.84960365
2002-01-01,21285802,21876466,40.76413727
2002-02-20,22009630,22620380,69.68514252
2002-04-11,22735784,23366684,117.2076721
2002-05-31,23471236,24122544,218.4950104
2002-07-20,24206240,24877944,374.7037048
2002-09-08,24940514,25632594,591.7025146
2002-10-28,25671548,26383912,867.3526001
2002-11-29,26144924,26870424,1076.984009
2003-01-01,26618300,27356936,1355.016602
2003-02-20,27358568,28117746,1958.820313
2003-04-11,28096748,28876412,2727.455811
2003-05-31,28826582,29626496,3710.521484
2003-07-20,29554332,30374442,4931.788574
2003-08-26,30095368,30930490,6001.903809
2003-10-15,30819584,31674804,7757.882324
2003-11-23,31381700,32252518,9305.146484
2004-01-01,31943818,32830234,11051.89941
2004-02-20,32675950,33582684,13612.9082
2004-04-10,33406498,34333500,16631.12109
2004-05-30,34129812,35076888,20149.85938
2004-07-19,34855192,35822396,24429.89453
2004-09-07,35584252,36571688,29482.38867
2004-10-27,36311200,37318808,35686.04688
2004-11-29,36789704,37810588,40434.60938
2005-01-01,37268204,38302368,45985.41797
2005-02-20,38003260,39057824,55948.65625
2005-04-11,38737716,39812660,67980.21094
2005-05-31,39469768,40565024,82083.03125
2005-07-20,40201624,41317188,98956.49219
2005-09-08,40933168,42069028,117967.8047
2005-10-28,41661452,42817524,138309.8281
