Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,0
2000-04-10,12097839,12433545,0
2000-05-30,12830294,13186325,0
2000-07-19,13560325,13936614,0
2000-09-07,14286047,14682474,0
2000-10-27,15014690,15431337,0
2000-11-29,15497375,15927416,0
2001-01-01,15980060,16423495,0
2001-02-20,16704070,17167594,0
2001-04-11,17429864,17913530,1.551559925
2001-05-31,18162800,18666804,6.208262444
2001-07-20,18890580,19414778,14.12434101
2001-09-08,19609942,20154104,25.37620544
2001-10-28,20335564,20899860,40.73679733
2001-11-29,20810682,21388162,52.61421585
2002-01-01,21285802,21876466,72.53378296
2002-02-20,22009630,22620380,126.1167603
2002-04-11,22735784,23366684,206.5215759
2002-05-31,23471236,24122544,312.7356873
2002-07-20,24206240,24877944,452.2931519
2002-09-08,24940514,25632594,630.039856
2002-10-28,25671548,26383912,849.1954346
2002-11-29,26144924,26870424,1052.215332
2003-01-01,26618300,27356936,1331.544556
2003-02-20,27358568,28117746,1885.231079
2003-04-11,28096748,28876412,2606.236084
2003-05-31,28826582,29626496,3503.075439
2003-07-20,29554332,30374442,4656.783691
2003-09-08,30278688,31118898,6140.96875
2003-10-28,31002782,31863086,8165.340332
2003-11-29,31473300,32346660,9745.920898
2004-01-01,31943816,32830234,11771.82617
2004-02-20,32675950,33582684,15796.03711
2004-04-10,33406498,34333500,21252.66211
2004-05-30,34129812,35076888,28262.86914
2004-07-19,34855192,35822396,37443.47266
2004-09-07,35584252,36571688,49027.35156
2004-10-27,36311200,37318808,63023.10547
2004-11-29,36789704,37810588,73136.22656
2005-01-01,37268204,38302368,84073.75
2005-02-20,38003260,39057824,100985.2188
2005-04-11,38737716,39812660,119370.8359
2005-05-31,39469768,40565024,138779.7656
2005-07-20,40201624,41317188,159743.375
2005-09-08,40933168,42069028,182194.125
2005-10-28,41661452,42817524,205640
