X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,21.6841,21.6841,1.7913,0.1156,1.0
552720.14,6798277.25,-8191.53,290.835,290.835,15.5866,0.1783,1.0
553148.33,6798270.75,-8186.99,253.4788,253.4788,13.8994,0.175,1.0
553576.81,6798264.63,-8184.66,722.1636,722.1636,33.259,0.2002,1.0
554005.8,6798259.13,-8182.89,1432.529,1432.529,58.8571,0.2168,1.0
554435.41,6798254.13,-8185.29,8.8534,8.8534,0.8491,0.094,1.0
554865.73,6798249.75,-8190.42,18.7402,18.7402,1.5862,0.1121,1.0
555296.92,6798246.38,-8195.59,13.7815,13.7815,1.2278,0.1047,1.0
555729.08,6798244.13,-8206.91,207.3609,207.3609,11.2387,0.3533,1.0
556162.25,6798242.75,-8223.83,575.5911,575.5911,26.3151,0.4025,1.0
556596.48,6798242.38,-8240.85,258.016,258.016,13.4839,0.3638,1.0
557031.84,6798243.13,-8257.6,0.6457,0.6457,0.0916,0.0748,1.0
551017.77,6798754.75,-8199.52,14.2978,14.2978,1.266,0.1056,0.0
551444.72,6798747.63,-8178.79,220.8042,220.8042,12.3895,0.1716,1.0
551872.02,6798740.38,-8158.26,896.4118,896.4118,39.8231,0.2054,1.0
552299.33,6798733.0,-8142.98,1140.842,1140.842,48.6856,0.2113,1.0
552726.53,6798725.63,-8130.86,182.5446,182.5446,10.5727,0.167,1.0
553153.88,6798718.38,-8119.8,236.1539,236.1539,13.1031,0.1733,1.0
553581.64,6798711.5,-8114.71,1959.827,1959.827,76.4236,0.2243,1.0
554010.0,6798705.25,-8114.15,1275.565,1275.565,53.4316,0.214,1.0
554439.0,6798699.63,-8113.97,22.4859,22.4859,1.8463,0.1165,1.0
554868.67,6798694.63,-8120.9,253.7951,253.7951,13.9139,0.175,1.0
555299.14,6798690.5,-8135.23,263.2521,263.2521,14.3446,0.1759,1.0
555730.53,6798687.5,-8152.42,964.8545,964.8545,42.3413,0.2072,1.0
556162.89,6798685.38,-8169.34,1440.007,1440.007,59.113,0.2169,1.0
556596.28,6798684.38,-8186.64,1501.03,1501.03,61.1933,0.2179,1.0
557030.78,6798684.63,-8206.69,503.2249,503.2249,23.5276,0.396,1.0
557466.42,6798685.88,-8227.16,180.5171,180.5171,10.0125,0.3466,1.0
557903.22,6798688.25,-8249.61,856.0235,856.0235,36.6309,0.4217,1.0
558341.14,6798691.88,-8271.9,263.8803,263.8803,13.7388,0.3649,1.0
558780.0,6798696.5,-8291.84,940.1276,940.1276,39.6065,0.4262,1.0
559219.48,6798702.0,-8309.65,360.5407,360.5407,17.8199,0.38,0.447583
550116.27,6799200.5,-8527.77,395.8089,395.8089,19.2611,0.3845,0.0
550574.11,6799205.38,-8494.37,5.394,5.394,0.5371,0.1772,1.0
551020.25,6799204.63,-8152.31,377.6989,377.6989,19.3791,0.1846,0.0
551451.75,6799197.88,-8130.46,14.6646,14.6646,1.293,0.1062,0.0
551878.75,6799190.0,-8105.6,627.0878,627.0878,29.5678,0.1968,1.0
552305.13,6799181.88,-8083.85,731.5701,731.5701,33.6196,0.2005,1.0
552731.47,6799173.75,-8068.03,921.5413,921.5413,40.7513,0.2061,1.0
553158.23,6799165.88,-8053.24,1489.609,1489.609,60.8051,0.2177,1.0
553585.56,6799158.38,-8045.66,447.9408,447.9408,22.339,0.1887,1.0
554013.5,6799151.38,-8045.38,1174.023,1174.023,49.8628,0.212,1.0
554442.03,6799145.0,-8042.9,340.3608,340.3608,17.769,0.1821,1.0
554871.17,6799139.38,-8050.78,252.1696,252.1696,13.8396,0.1748,1.0
555301.02,6799134.5,-8070.5,859.3495,859.3495,38.4463,0.2044,1.0
555731.69,6799130.5,-8088.87,541.3112,541.3112,26.1568,0.1933,1.0
556163.28,6799127.63,-8106.7,18.0853,18.0853,1.5399,0.1113,1.0
556595.86,6799126.0,-8129.24,800.1222,800.1222,36.2251,0.2027,1.0
557029.48,6799125.5,-8154.67,570.8628,570.8628,27.3415,0.1946,1.0
557464.19,6799126.0,-8180.21,782.3171,782.3171,35.5521,0.2022,1.0
557899.95,6799127.63,-8206.4,914.9163,914.9163,38.7193,0.4249,1.0
558336.8,6799130.38,-8233.22,140.0909,140.0909,8.1056,0.3343,1.0
558774.58,6799134.25,-8262.42,1.0296,1.0296,0.1351,0.0973,1.0
559212.58,6799139.0,-8290.88,0.6463,0.6463,0.0916,0.0748,0.447583
559656.31,6799142.38,-8443.36,922.4658,922.4658,38.9854,0.4253,1.0
560105.63,6799141.75,-8474.76,1.3254,1.3254,0.1667,0.1095,1.0
550109.17,6799645.63,-8521.2,261.1076,261.1076,13.6184,0.3644,0.0
550566.02,6799650.75,-8479.16,470.501,470.501,22.2456,0.3928,1.0
551016.95,6799652.38,-8397.58,14.5038,14.5038,1.2246,0.2249,1.0
551455.7,6799647.88,-8074.79,316.3711,316.3711,16.719,0.1803,0.0
551884.05,6799639.75,-8049.79,25.341,25.341,2.0397,0.1194,0.0
552309.11,6799630.88,-8026.69,22.2733,22.2733,1.8318,0.1163,1.0
552735.0,6799622.13,-8006.87,1030.427,1030.427,44.726,0.2088,1.0
553161.61,6799613.5,-7989.09,152.6381,152.6381,9.1082,0.1627,1.0
553588.77,6799605.38,-7979.6,362.9591,362.9591,18.7468,0.1836,1.0
554016.42,6799597.75,-7976.4,174.1891,174.1891,10.1679,0.1659,1.0
554444.58,6799590.63,-7974.7,19.6492,19.6492,1.6501,0.1133,1.0
554873.27,6799584.25,-7984.63,638.527,638.527,30.0166,0.1973,1.0
555302.55,6799578.5,-8001.94,218.2158,218.2158,12.2683,0.1714,1.0
555732.53,6799573.63,-8017.55,272.7022,272.7022,14.7725,0.1767,1.0
556163.38,6799569.88,-8039.4,24.0626,24.0626,1.9536,0.1182,1.0
556595.17,6799567.25,-8070.33,378.677,378.677,19.4209,0.1846,1.0
557027.95,6799565.75,-8101.85,751.9186,751.9186,34.3971,0.2012,1.0
557461.72,6799565.38,-8133.42,613.2572,613.2572,29.0234,0.1963,1.0
557896.39,6799566.13,-8165.32,686.0654,686.0654,31.8677,0.199,1.0
558331.95,6799567.63,-8196.6,325.7816,325.7816,17.1324,0.181,1.0
558768.75,6799570.13,-8229.46,1202.385,1202.385,48.6198,0.4381,1.0
559207.25,6799573.38,-8262.81,949.1507,949.1507,39.923,0.4267,0.447583
559651.83,6799575.38,-8415.4,455.1887,455.1887,21.6406,0.3912,1.0
560101.39,6799575.63,-8451.25,0.9135,0.9135,0.1223,0.0915,1.0
550101.53,6800090.5,-8508.12,238.9518,238.9518,12.6484,0.3601,0.0
550555.81,6800094.75,-8448.93,254.1899,254.1899,13.3171,0.3631,1.0
551007.16,6800097.13,-8356.09,16.0715,16.0715,1.334,0.2299,1.0
551452.52,6800095.88,-8261.44,369.3331,369.3331,18.1813,0.3811,1.0
551885.55,6800089.25,-7998.16,230.939,230.939,12.8616,0.1727,0.0
552311.13,6800080.0,-7975.18,23.6737,23.6737,1.9272,0.1178,1.0
552737.48,6800070.88,-7951.78,966.1639,966.1639,42.3892,0.2072,1.0
553164.3,6800061.75,-7930.73,25.6323,25.6323,2.0592,0.1197,1.0
553591.41,6800053.0,-7915.88,174.2,174.2,10.1684,0.1659,1.0
554018.84,6800044.63,-7907.83,1002.013,1002.013,43.6959,0.2081,1.0
554446.69,6800036.75,-7904.66,273.7996,273.7996,14.822,0.1768,1.0
554874.95,6800029.5,-7913.2,920.5543,920.5543,40.7149,0.2061,0.0
555303.7,6800022.75,-7931.66,395.2563,395.2563,20.127,0.1857,1.0
555733.06,6800017.0,-7950.43,392.4217,392.4217,20.0066,0.1855,1.0
556163.17,6800012.25,-7977.28,738.6849,738.6849,33.8919,0.2008,0.447583
556594.17,6800008.38,-8012.64,453.1579,453.1579,22.5556,0.189,0.447583
557026.14,6800005.75,-8046.86,1052.885,1052.885,45.5369,0.2093,1.0
557459.05,6800004.38,-8084.21,696.5645,696.5645,32.2736,0.1994,1.0
557892.78,6800003.88,-8125.48,10.6396,10.6396,0.9897,0.0985,1.0
558327.11,6800004.0,-8162.02,1339.055,1339.055,55.6388,0.2151,1.0
558761.92,6800004.75,-8195.52,2347.236,2347.236,88.8198,0.2287,0.447583
559201.31,6800006.75,-8230.91,0.6948,0.6948,0.0973,0.0783,0.447583
559648.03,6800009.0,-8386.56,716.7122,716.7122,31.5911,0.4131,1.0
560097.72,6800010.25,-8427.13,0.6497,0.6497,0.0921,0.0751,1.0
550093.7,6800535.38,-8486.61,0.8551,0.8551,0.1157,0.0883,1.0
550546.78,6800539.38,-8408.06,192.167,192.167,10.5481,0.3496,1.0
550997.42,6800541.75,-8308.39,232.3722,232.3722,12.3575,0.3588,1.0
551445.58,6800542.5,-8206.63,85.3054,85.3054,5.3611,0.3104,1.0
551883.45,6800538.13,-7954.43,142.9219,142.9219,8.6224,0.1611,0.0
552311.75,6800529.13,-7927.16,188.9553,188.9553,10.8813,0.1679,1.0
552739.2,6800519.75,-7900.59,811.0548,811.0548,36.6371,0.203,1.0
553166.38,6800510.38,-7876.08,1.3669,1.3669,0.179,0.049,1.0
553593.53,6800501.13,-7857.32,22.4258,22.4258,1.8422,0.1165,1.0
554020.84,6800492.13,-7846.27,400.5258,400.5258,20.3503,0.186,1.0
554448.41,6800483.5,-7841.8,581.333,581.333,27.7588,0.195,1.0
554876.28,6800475.25,-7848.31,400.3997,400.3997,20.345,0.186,1.0
555304.55,6800467.63,-7866.38,996.7354,996.7354,43.504,0.208,1.0
555733.31,6800460.88,-7891.48,616.9565,616.9565,29.1692,0.1964,1.0
556162.73,6800454.88,-7924.76,769.2993,769.2993,35.0584,0.2018,1.0
556592.94,6800449.75,-7959.31,263.0972,263.0972,14.3376,0.1759,1.0
557024.03,6800445.88,-7995.72,755.8129,755.8129,34.5455,0.2013,1.0
557456.06,6800443.13,-8037.0,711.9978,711.9978,32.8684,0.1999,1.0
557889.05,6800441.13,-8081.55,198.0882,198.0882,11.3178,0.169,1.0
558322.67,6800439.88,-8123.91,13.1168,13.1168,1.1782,0.1035,1.0
558756.23,6800438.88,-8163.79,1457.089,1457.089,59.6968,0.2172,0.447583
559196.64,6800440.13,-8311.98,124.5421,124.5421,7.3486,0.3287,1.0
559645.09,6800443.25,-8361.42,902.5765,902.5765,38.2837,0.4242,1.0
560094.63,6800445.75,-8405.23,1073.743,1073.743,44.2446,0.4326,1.0
550086.22,6800980.25,-8459.41,15.0334,15.0334,1.2618,0.2267,1.0
550538.88,6800984.38,-8362.43,287.3021,287.3021,14.7478,0.369,1.0
550989.88,6800987.5,-8262.21,201.5153,201.5153,10.9741,0.3519,1.0
551440.19,6800990.0,-8153.76,287.0159,287.0159,15.4159,0.178,1.0
551881.67,6800987.38,-7911.73,156.4781,156.4781,9.2987,0.1633,0.0
552312.17,6800978.75,-7882.82,124.769,124.769,7.6996,0.1579,0.0
552740.2,6800969.25,-7855.64,1.1031,1.1031,0.1497,0.0438,1.0
553167.83,6800959.63,-7826.12,760.9068,760.9068,34.7394,0.2015,1.0
553595.22,6800949.88,-7802.7,463.944,463.944,23.0021,0.1895,1.0
554022.53,6800940.25,-7788.43,882.9119,882.9119,39.3228,0.2051,1.0
554449.89,6800930.88,-7784.23,992.4393,992.4393,43.3477,0.2079,1.0
554877.42,6800921.75,-7793.37,231.4377,231.4377,12.8847,0.1728,1.0
555305.23,6800913.25,-7814.21,387.9839,387.9839,19.8179,0.1852,1.0
555733.44,6800905.38,-7843.78,341.7957,341.7957,17.8314,0.1822,1.0
556162.19,6800898.0,-7877.82,381.9872,381.9872,19.5623,0.1849,1.0
556591.59,6800891.63,-7911.81,365.4935,365.4935,18.8558,0.1838,1.0
557021.73,6800886.25,-7951.7,1488.782,1488.782,60.7769,0.2177,1.0
557452.78,6800881.75,-7994.14,1956.698,1956.698,76.3219,0.2243,1.0
557884.97,6800878.25,-8037.11,227.9371,227.9371,12.7221,0.1724,1.0
558318.33,6800875.63,-8083.44,231.2873,231.2873,12.8777,0.1728,1.0
558752.36,6800873.25,-8131.39,349.9282,349.9282,18.1842,0.1827,0.447583
559193.77,6800874.25,-8283.36,300.5908,300.5908,15.314,0.3712,1.0
559642.67,6800878.38,-8341.3,401.1002,401.1002,19.4755,0.3851,1.0
560092.05,6800882.25,-8390.36,350.1312,350.1312,17.3901,0.3785,1.0
550079.45,6801425.38,-8433.94,403.3758,403.3758,19.5675,0.3854,1.0
550532.14,6801429.88,-8327.66,106.1006,106.1006,6.43,0.3209,1.0
550983.44,6801433.63,-8222.78,0.4381,0.4381,0.0663,0.0561,1.0
551433.77,6801436.63,-8108.39,455.8377,455.8377,22.6667,0.1891,1.0
551878.16,6801435.88,-7991.36,373.3549,373.3549,19.1932,0.1843,1.0
552312.14,6801429.0,-7849.76,110.6248,110.6248,6.965,0.155,0.0
552740.88,6801419.5,-7819.25,1.1845,1.1845,0.1589,0.0455,1.0
553168.98,6801409.75,-7780.32,366.1495,366.1495,18.884,0.1838,1.0
553596.67,6801399.63,-7752.72,584.5549,584.5549,27.8869,0.1951,1.0
554024.06,6801389.38,-7740.59,564.3046,564.3046,27.0795,0.1943,1.0
554451.28,6801379.25,-7735.94,438.2883,438.2883,21.9371,0.1882,1.0
554878.53,6801369.38,-7744.14,347.868,347.868,18.095,0.1826,1.0
555305.94,6801359.88,-7769.17,439.6953,439.6953,21.9958,0.1883,1.0
555733.59,6801350.75,-7801.82,510.0618,510.0618,24.8923,0.1918,1.0
556161.66,6801342.13,-7833.8,739.2129,739.2129,33.912,0.2008,1.0
556590.27,6801334.38,-7867.65,1078.832,1078.832,46.4702,0.2099,1.0
557019.52,6801327.38,-7908.58,869.7271,869.7271,38.8328,0.2047,1.0
557449.55,6801321.0,-7953.35,1348.215,1348.215,55.9558,0.2153,1.0
557880.61,6801315.5,-7998.44,174.7572,174.7572,10.1955,0.166,1.0
558313.28,6801311.0,-8046.71,158.6718,158.6718,9.4072,0.1637,1.0
558748.13,6801307.75,-8098.22,279.8947,279.8947,15.0965,0.1774,0.447583
559190.81,6801309.38,-8249.03,549.5377,549.5377,25.3187,0.4003,1.0
559640.25,6801315.0,-8322.92,353.2141,353.2141,17.5176,0.379,1.0
