Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
1999-12-15,10409208,10698056,0
2000-01-01,10648132,10943609,0
2000-02-18,11354131,11669200,0
2000-04-08,12079528,12414725,0
2000-05-28,12811983,13167505,0
2000-07-17,13542182,13917967,0.113101438
2000-09-05,14267904,14663827,3.610317945
2000-10-25,14996407,15412546,10.64035416
2000-11-28,15488234,15918020,17.06788826
2001-01-01,15980060,16423495,25.21739388
2001-02-20,16704070,17167594,40.6983757
2001-04-11,17429864,17913530,73.40563965
2001-05-31,18162800,18666804,126.461319
2001-07-20,18890580,19414778,197.9406281
2001-09-08,19609942,20154104,288.5287781
2001-10-28,20335564,20899860,403.0844421
2001-11-29,20810682,21388162,488.7858887
2002-01-01,21285802,21876466,586.5015869
2002-02-20,22009630,22620380,756.7825928
2002-04-11,22735784,23366684,960.8998413
2002-05-31,23471236,24122544,1257.834961
2002-06-11,23634636,24290480,1330.019043
2002-06-26,23859086,24521158,1441.580933
2002-08-11,24531464,25212194,1893.389526
2002-09-30,25265740,25966844,2576.932861
2002-11-15,25942070,26661944,3338.804199
2003-01-01,26618300,27356936,4277.283691
2003-02-20,27358568,28117746,5424.564941
2003-04-11,28096748,28876412,6851.540527
2003-05-31,28826582,29626496,8639.763672
2003-07-20,29554332,30374442,10899.81836
2003-09-08,30278688,31118898,13583.11816
2003-10-28,31002782,31863086,16770.83789
2003-11-29,31473300,32346660,19053.99414
2004-01-01,31943816,32830234,21696.96289
2004-02-20,32675950,33582684,26447.87891
2004-04-10,33406498,34333500,32169.48047
2004-05-18,33968912,34911524,37042.51563
2004-07-07,34693016,35655720,44151.34375
2004-08-26,35422076,36405012,51796.35156
2004-10-15,36149928,37153060,60387.23047
2004-11-23,36709064,37727716,67449.35938
2005-01-01,37268204,38302368,75127.5
2005-02-20,38003260,39057824,85647.14844
2005-04-11,38737716,39812660,97328.80469
2005-05-31,39469768,40565024,109825.1719
