X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,12.066,12.066,0.5428,0.1156,1
552720.14,6798277.25,-8191.53,161.8341,161.8341,4.7231,0.1783,1
553148.33,6798270.75,-8186.99,141.0474,141.0474,4.2118,0.175,1
553576.81,6798264.63,-8184.66,401.8454,401.8454,10.0782,0.2002,1
554005.8,6798259.13,-8182.89,797.1256,797.1256,17.835,0.2168,1
554435.41,6798254.13,-8185.29,4.9264,4.9264,0.2573,0.094,1
554865.73,6798249.75,-8190.42,10.4279,10.4279,0.4807,0.1121,1
555296.92,6798246.38,-8195.59,7.6686,7.6686,0.372,0.1047,1
555729.08,6798244.13,-8206.91,37.818625,37.818625,1.1162,0.1767,1
556162.25,6798242.75,-8223.83,104.9767,104.9767,2.613575,0.2013,1
556596.48,6798242.38,-8240.85,47.057125,47.057125,1.3392,0.1819,1
557031.84,6798243.13,-8257.6,0.117775,0.117775,0.0091,0.0374,1
551017.77,6798754.75,-8199.52,7.9559,7.9559,0.3836,0.1056,0
551444.72,6798747.63,-8178.79,122.8657,122.8657,3.7543,0.1716,1
551872.02,6798740.38,-8158.26,498.8052,498.8052,12.0673,0.2054,1
552299.33,6798733.0,-8142.98,634.8176,634.8176,14.7528,0.2113,1
552726.53,6798725.63,-8130.86,101.5763,101.5763,3.2038,0.167,1
553153.88,6798718.38,-8119.8,131.407,131.407,3.9705,0.1733,1
553581.64,6798711.5,-8114.71,1090.539,1090.539,23.158,0.2243,1
554010.0,6798705.25,-8114.15,709.7839,709.7839,16.1909,0.214,1
554439.0,6798699.63,-8113.97,12.5122,12.5122,0.5595,0.1165,1
554868.67,6798694.63,-8120.9,141.2234,141.2234,4.2162,0.175,1
555299.14,6798690.5,-8135.23,146.4857,146.4857,4.3467,0.1759,1
555730.53,6798687.5,-8152.42,536.8899,536.8899,12.8303,0.2072,1
556162.89,6798685.38,-8169.34,801.2866,801.2866,17.9125,0.2169,1
556596.28,6798684.38,-8186.64,835.243,835.243,18.5429,0.2179,1
557030.78,6798684.63,-8206.69,91.7785,91.7785,2.336725,0.198,1
557466.42,6798685.88,-8227.16,32.922825,32.922825,0.994425,0.1733,1
557903.22,6798688.25,-8249.61,156.12215,156.12215,3.638125,0.2109,1
558341.14,6798691.88,-8271.9,48.126675,48.126675,1.364525,0.1825,1
558780.0,6798696.5,-8291.84,171.461125,171.461125,3.93365,0.2131,1
559219.48,6798702.0,-8309.65,65.75565,65.75565,1.76985,0.19,1
550116.27,6799200.5,-8527.77,72.1879,72.1879,1.912975,0.1923,0
550574.11,6799205.38,-8494.37,0.983775,0.983775,0.05335,0.0886,1
551020.25,6799204.63,-8152.31,210.1692,210.1692,5.8723,0.1846,0
551451.75,6799197.88,-8130.46,8.1601,8.1601,0.3918,0.1062,0
551878.75,6799190.0,-8105.6,348.9408,348.9408,8.9597,0.1968,1
552305.13,6799181.88,-8083.85,407.0796,407.0796,10.1875,0.2005,1
552731.47,6799173.75,-8068.03,512.7884,512.7884,12.3485,0.2061,1
553158.23,6799165.88,-8053.24,828.8878,828.8878,18.4252,0.2177,1
553585.56,6799158.38,-8045.66,249.2551,249.2551,6.7692,0.1887,1
554013.5,6799151.38,-8045.38,653.2811,653.2811,15.1095,0.212,1
554442.03,6799145.0,-8042.9,189.3926,189.3926,5.3844,0.1821,1
554871.17,6799139.38,-8050.78,140.3189,140.3189,4.1937,0.1748,1
555301.02,6799134.5,-8070.5,478.182,478.182,11.6501,0.2044,1
555731.69,6799130.5,-8088.87,301.2107,301.2107,7.9261,0.1933,1
556163.28,6799127.63,-8106.7,10.0635,10.0635,0.4666,0.1113,1
556595.86,6799126.0,-8129.24,445.2252,445.2252,10.977,0.2027,1
557029.48,6799125.5,-8154.67,317.6546,317.6546,8.2851,0.1946,1
557464.19,6799126.0,-8180.21,435.3176,435.3176,10.7731,0.2022,1
557899.95,6799127.63,-8206.4,166.863075,166.863075,3.845525,0.2125,1
558336.8,6799130.38,-8233.22,25.549875,25.549875,0.805025,0.1672,1
558774.58,6799134.25,-8262.42,0.187775,0.187775,0.013425,0.0487,1
559212.58,6799139.0,-8290.88,0.117875,0.117875,0.0091,0.0374,1
559656.31,6799142.38,-8443.36,168.23995,168.23995,3.87195,0.2127,1
560105.63,6799141.75,-8474.76,0.241725,0.241725,0.01655,0.0547,1
550109.17,6799645.63,-8521.2,47.620975,47.620975,1.35255,0.1822,0
550566.02,6799650.75,-8479.16,85.8103,85.8103,2.2094,0.1964,1
551016.95,6799652.38,-8397.58,2.6452,2.6452,0.121625,0.1125,1
551455.7,6799647.88,-8074.79,176.0436,176.0436,5.0662,0.1803,0
551884.05,6799639.75,-8049.79,14.1009,14.1009,0.6181,0.1194,0
552309.11,6799630.88,-8026.69,12.3939,12.3939,0.5551,0.1163,1
552735.0,6799622.13,-8006.87,573.3774,573.3774,13.553,0.2088,1
553161.61,6799613.5,-7989.09,84.9349,84.9349,2.76,0.1627,1
553588.77,6799605.38,-7979.6,201.9673,201.9673,5.6807,0.1836,1
554016.42,6799597.75,-7976.4,96.9269,96.9269,3.0811,0.1659,1
554444.58,6799590.63,-7974.7,10.9337,10.9337,0.5,0.1133,1
554873.27,6799584.25,-7984.63,355.3061,355.3061,9.0957,0.1973,1
555302.55,6799578.5,-8001.94,121.4254,121.4254,3.7176,0.1714,1
555732.53,6799573.63,-8017.55,151.7442,151.7442,4.4764,0.1767,1
556163.38,6799569.88,-8039.4,13.3895,13.3895,0.592,0.1182,1
556595.17,6799567.25,-8070.33,210.7135,210.7135,5.885,0.1846,1
557027.95,6799565.75,-8101.85,418.4025,418.4025,10.4231,0.2012,1
557461.72,6799565.38,-8133.42,341.2448,341.2448,8.7947,0.1963,1
557896.39,6799566.13,-8165.32,381.7587,381.7587,9.6566,0.199,1
558331.95,6799567.63,-8196.6,181.28,181.28,5.1915,0.181,1
558768.75,6799570.13,-8229.46,219.29185,219.29185,4.828825,0.2191,1
559207.25,6799573.38,-8262.81,173.10675,173.10675,3.965075,0.2134,1
559651.83,6799575.38,-8415.4,83.017625,83.017625,2.1493,0.1956,1
560101.39,6799575.63,-8451.25,0.1666,0.1666,0.01215,0.0458,1
550101.53,6800090.5,-8508.12,43.5802,43.5802,1.256225,0.1801,0
550555.81,6800094.75,-8448.93,46.359325,46.359325,1.322625,0.1816,1
551007.16,6800097.13,-8356.09,2.931125,2.931125,0.1325,0.1149,1
551452.52,6800095.88,-8261.44,67.359225,67.359225,1.805725,0.1906,1
551885.55,6800089.25,-7998.16,128.5052,128.5052,3.8973,0.1727,0
552311.13,6800080.0,-7975.18,13.1732,13.1732,0.584,0.1178,1
552737.48,6800070.88,-7951.78,537.6185,537.6185,12.8448,0.2072,1
553164.3,6800061.75,-7930.73,14.263,14.263,0.624,0.1197,1
553591.41,6800053.0,-7915.88,96.933,96.933,3.0812,0.1659,1
554018.84,6800044.63,-7907.83,557.5664,557.5664,13.2408,0.2081,1
554446.69,6800036.75,-7904.66,152.3548,152.3548,4.4914,0.1768,1
554874.95,6800029.5,-7913.2,512.2392,512.2392,12.3375,0.2061,0
555303.7,6800022.75,-7931.66,219.939,219.939,6.0989,0.1857,1
555733.06,6800017.0,-7950.43,218.3617,218.3617,6.0624,0.1855,1
556163.17,6800012.25,-7977.28,411.0386,411.0386,10.27,0.2008,1
556594.17,6800008.38,-8012.64,252.1581,252.1581,6.8348,0.189,1
557026.14,6800005.75,-8046.86,585.8743,585.8743,13.7987,0.2093,1
557459.05,6800004.38,-8084.21,387.6009,387.6009,9.7796,0.1994,1
557892.78,6800003.88,-8125.48,5.9204,5.9204,0.2999,0.0985,1
558327.11,6800004.0,-8162.02,745.1123,745.1123,16.8598,0.2151,1
558761.92,6800004.75,-8195.52,1306.111,1306.111,26.9143,0.2287,1
559201.31,6800006.75,-8230.91,0.126725,0.126725,0.009675,0.0392,1
559648.03,6800009.0,-8386.56,130.71445,130.71445,3.137575,0.2066,1
560097.72,6800010.25,-8427.13,0.1185,0.1185,0.00915,0.0375,1
550093.7,6800535.38,-8486.61,0.15595,0.15595,0.0115,0.0442,1
550546.78,6800539.38,-8408.06,35.04755,35.04755,1.047625,0.1748,1
550997.42,6800541.75,-8308.39,42.3802,42.3802,1.227325,0.1794,1
551445.58,6800542.5,-8206.63,15.55805,15.55805,0.53245,0.1552,1
551883.45,6800538.13,-7954.43,79.5284,79.5284,2.6128,0.1611,0
552311.75,6800529.13,-7927.16,105.1435,105.1435,3.2973,0.1679,1
552739.2,6800519.75,-7900.59,451.3086,451.3086,11.1018,0.203,1
553166.38,6800510.38,-7876.08,0.7606,0.7606,0.0542,0.049,1
553593.53,6800501.13,-7857.32,12.4787,12.4787,0.5582,0.1165,1
554020.84,6800492.13,-7846.27,222.8712,222.8712,6.1666,0.186,1
554448.41,6800483.5,-7841.8,323.4807,323.4807,8.4115,0.195,1
554876.28,6800475.25,-7848.31,222.801,222.801,6.165,0.186,1
555304.55,6800467.63,-7866.38,554.6299,554.6299,13.1827,0.208,1
555733.31,6800460.88,-7891.48,343.3033,343.3033,8.8389,0.1964,1
556162.73,6800454.88,-7924.76,428.0739,428.0739,10.6235,0.2018,1
556592.94,6800449.75,-7959.31,146.3995,146.3995,4.3446,0.1759,1
557024.03,6800445.88,-7995.72,420.5694,420.5694,10.468,0.2013,1
557456.06,6800443.13,-8037.0,396.1887,396.1887,9.9598,0.1999,1
557889.05,6800441.13,-8081.55,110.2255,110.2255,3.4295,0.169,1
558322.67,6800439.88,-8123.91,7.2988,7.2988,0.357,0.1035,1
