X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,8.2528,8.2528,0.6533,0.1156,1.0
552720.14,6798277.25,-8191.53,110.6893,110.6893,5.685,0.1783,1.0
553148.33,6798270.75,-8186.99,96.4718,96.4718,5.0697,0.175,1.0
553576.81,6798264.63,-8184.66,274.8492,274.8492,12.1308,0.2002,1.0
554005.8,6798259.13,-8182.89,545.208,545.208,21.4674,0.2168,1.0
554435.41,6798254.13,-8185.29,3.3695,3.3695,0.3097,0.094,1.0
554865.73,6798249.75,-8190.42,7.1324,7.1324,0.5785,0.1121,1.0
555296.92,6798246.38,-8195.59,5.2451,5.2451,0.4478,0.1047,1.0
555729.08,6798244.13,-8206.91,187.0048,187.0048,9.7132,0.7866,1.0
556162.25,6798242.75,-8223.83,519.0867,519.0867,22.7433,0.8963,1.0
556596.48,6798242.38,-8240.85,232.6872,232.6872,11.6537,0.8101,1.0
557031.84,6798243.13,-8257.6,0.5823,0.5823,0.0792,0.1665,1.0
551017.77,6798754.75,-8199.52,5.4416,5.4416,0.4618,0.1056,0.0
551444.72,6798747.63,-8178.79,84.0361,84.0361,4.5189,0.1716,1.0
551872.02,6798740.38,-8158.26,341.1665,341.1665,14.525,0.2054,1.0
552299.33,6798733.0,-8142.98,434.1946,434.1946,17.7575,0.2113,1.0
552726.53,6798725.63,-8130.86,69.4749,69.4749,3.8563,0.167,1.0
553153.88,6798718.38,-8119.8,89.8781,89.8781,4.7792,0.1733,1.0
553581.64,6798711.5,-8114.71,745.8931,745.8931,27.8746,0.2243,1.0
554010.0,6798705.25,-8114.15,485.4691,485.4691,19.4886,0.214,1.0
554439.0,6798699.63,-8113.97,8.5579,8.5579,0.6734,0.1165,1.0
554868.67,6798694.63,-8120.9,96.5922,96.5922,5.0749,0.175,1.0
555299.14,6798690.5,-8135.23,100.1915,100.1915,5.232,0.1759,1.0
555730.53,6798687.5,-8152.42,367.2152,367.2152,15.4435,0.2072,1.0
556162.89,6798685.38,-8169.34,548.054,548.054,21.5608,0.2169,1.0
556596.28,6798684.38,-8186.64,571.2791,571.2791,22.3195,0.2179,1.0
557030.78,6798684.63,-8206.69,453.8246,453.8246,20.3342,0.8819,1.0
557466.42,6798685.88,-8227.16,162.7961,162.7961,8.6535,0.7717,1.0
557903.22,6798688.25,-8249.61,771.9897,771.9897,31.659,0.939,1.0
558341.14,6798691.88,-8271.9,237.9758,237.9758,11.874,0.8125,1.0
558780.0,6798696.5,-8291.84,847.8376,847.8376,34.2306,0.949,1.0
559219.48,6798702.0,-8309.65,325.1473,325.1473,15.4012,0.8461,0.469851
550116.27,6799200.5,-8527.77,356.9533,356.9533,16.6468,0.8561,0.0
550574.11,6799205.38,-8494.37,4.8645,4.8645,0.4642,0.3946,1.0
551020.25,6799204.63,-8152.31,143.7489,143.7489,7.0683,0.1846,0.0
551451.75,6799197.88,-8130.46,5.5812,5.5812,0.4716,0.1062,0.0
551878.75,6799190.0,-8105.6,238.6642,238.6642,10.7845,0.1968,1.0
552305.13,6799181.88,-8083.85,278.4292,278.4292,12.2624,0.2005,1.0
552731.47,6799173.75,-8068.03,350.7306,350.7306,14.8636,0.2061,1.0
553158.23,6799165.88,-8053.24,566.9323,566.9323,22.1779,0.2177,1.0
553585.56,6799158.38,-8045.66,170.4824,170.4824,8.1479,0.1887,1.0
554013.5,6799151.38,-8045.38,446.823,446.823,18.1869,0.212,1.0
554442.03,6799145.0,-8042.9,129.5384,129.5384,6.481,0.1821,1.0
554871.17,6799139.38,-8050.78,95.9736,95.9736,5.0478,0.1748,1.0
555301.02,6799134.5,-8070.5,327.0609,327.0609,14.0228,0.2044,1.0
555731.69,6799130.5,-8088.87,206.0183,206.0183,9.5404,0.1933,1.0
556163.28,6799127.63,-8106.7,6.8831,6.8831,0.5616,0.1113,1.0
556595.86,6799126.0,-8129.24,304.5195,304.5195,13.2127,0.2027,1.0
557029.48,6799125.5,-8154.67,217.2654,217.2654,9.9725,0.1946,1.0
557464.19,6799126.0,-8180.21,297.7431,297.7431,12.9672,0.2022,1.0
557899.95,6799127.63,-8206.4,825.1013,825.1013,33.4639,0.9461,1.0
558336.8,6799130.38,-8233.22,126.3385,126.3385,7.0054,0.7445,1.0
558774.58,6799134.25,-8262.42,0.9286,0.9286,0.1168,0.2166,1.0
559212.58,6799139.0,-8290.88,0.5828,0.5828,0.0792,0.1666,0.469851
559656.31,6799142.38,-8443.36,831.9096,831.9096,33.6938,0.947,1.0
560105.63,6799141.75,-8474.76,1.1953,1.1953,0.1441,0.2438,1.0
550109.17,6799645.63,-8521.2,235.4753,235.4753,11.77,0.8114,0.0
550566.02,6799650.75,-8479.16,424.3131,424.3131,19.2262,0.8747,1.0
551016.95,6799652.38,-8397.58,13.08,13.08,1.0584,0.5008,1.0
551455.7,6799647.88,-8074.79,120.4081,120.4081,6.0981,0.1803,0.0
551884.05,6799639.75,-8049.79,9.6446,9.6446,0.744,0.1194,0.0
552309.11,6799630.88,-8026.69,8.477,8.477,0.6681,0.1163,1.0
552735.0,6799622.13,-8006.87,392.1715,392.1715,16.3133,0.2088,1.0
553161.61,6799613.5,-7989.09,58.0927,58.0927,3.3221,0.1627,1.0
553588.77,6799605.38,-7979.6,138.1391,138.1391,6.8377,0.1836,1.0
554016.42,6799597.75,-7976.4,66.2949,66.2949,3.7086,0.1659,1.0
554444.58,6799590.63,-7974.7,7.4783,7.4783,0.6018,0.1133,1.0
554873.27,6799584.25,-7984.63,243.0178,243.0178,10.9482,0.1973,1.0
555302.55,6799578.5,-8001.94,83.051,83.051,4.4747,0.1714,1.0
555732.53,6799573.63,-8017.55,103.7881,103.7881,5.3881,0.1767,1.0
556163.38,6799569.88,-8039.4,9.158,9.158,0.7125,0.1182,1.0
556595.17,6799567.25,-8070.33,144.1212,144.1212,7.0836,0.1846,1.0
557027.95,6799565.75,-8101.85,286.1737,286.1737,12.5459,0.2012,1.0
557461.72,6799565.38,-8133.42,233.4003,233.4003,10.5859,0.1963,1.0
557896.39,6799566.13,-8165.32,261.1105,261.1105,11.6234,0.199,1.0
558331.95,6799567.63,-8196.6,123.9896,123.9896,6.2488,0.181,1.0
558768.75,6799570.13,-8229.46,1084.35,1084.35,42.0205,0.9755,1.0
559207.25,6799573.38,-8262.81,855.9749,855.9749,34.5041,0.95,0.469851
559651.83,6799575.38,-8415.4,410.5039,410.5039,18.7033,0.8711,1.0
560101.39,6799575.63,-8451.25,0.8238,0.8238,0.1057,0.2038,1.0
550101.53,6800090.5,-8508.12,215.4945,215.4945,10.9316,0.8019,0.0
550555.81,6800094.75,-8448.93,229.2367,229.2367,11.5095,0.8085,1.0
551007.16,6800097.13,-8356.09,14.4938,14.4938,1.1529,0.5119,1.0
551452.52,6800095.88,-8261.44,333.0766,333.0766,15.7135,0.8486,1.0
551885.55,6800089.25,-7998.16,87.8934,87.8934,4.6911,0.1727,0.0
552311.13,6800080.0,-7975.18,9.01,9.01,0.7029,0.1178,1.0
552737.48,6800070.88,-7951.78,367.7136,367.7136,15.461,0.2072,1.0
553164.3,6800061.75,-7930.73,9.7554,9.7554,0.7511,0.1197,1.0
553591.41,6800053.0,-7915.88,66.299,66.299,3.7088,0.1659,1.0
554018.84,6800044.63,-7907.83,381.3573,381.3573,15.9376,0.2081,1.0
554446.69,6800036.75,-7904.66,104.2057,104.2057,5.4062,0.1768,1.0
554874.95,6800029.5,-7913.2,350.3549,350.3549,14.8503,0.2061,0.0
555303.7,6800022.75,-7931.66,150.4311,150.4311,7.3411,0.1857,1.0
555733.06,6800017.0,-7950.43,149.3523,149.3523,7.2972,0.1855,1.0
556163.17,6800012.25,-7977.28,281.137,281.137,12.3617,0.2008,0.469851
556594.17,6800008.38,-8012.64,172.4679,172.4679,8.2269,0.189,0.469851
557026.14,6800005.75,-8046.86,400.719,400.719,16.6091,0.2093,1.0
557459.05,6800004.38,-8084.21,265.1064,265.1064,11.7714,0.1994,1.0
557892.78,6800003.88,-8125.48,4.0493,4.0493,0.361,0.0985,1.0
558327.11,6800004.0,-8162.02,509.6326,509.6326,20.2936,0.2151,1.0
558761.92,6800004.75,-8195.52,893.3374,893.3374,32.396,0.2287,0.469851
559201.31,6800006.75,-8230.91,0.6266,0.6266,0.0841,0.1744,0.469851
559648.03,6800009.0,-8386.56,646.3542,646.3542,27.3031,0.9199,1.0
560097.72,6800010.25,-8427.13,0.5859,0.5859,0.0796,0.1672,1.0
550093.7,6800535.38,-8486.61,0.7711,0.7711,0.1,0.1967,1.0
550546.78,6800539.38,-8408.06,173.3024,173.3024,9.1164,0.7784,1.0
550997.42,6800541.75,-8308.39,209.5608,209.5608,10.6802,0.7989,1.0
551445.58,6800542.5,-8206.63,76.9312,76.9312,4.6335,0.6912,1.0
551883.45,6800538.13,-7954.43,54.3948,54.3948,3.1449,0.1611,0.0
552311.75,6800529.13,-7927.16,71.9147,71.9147,3.9688,0.1679,1.0
552739.2,6800519.75,-7900.59,308.6804,308.6804,13.363,0.203,1.0
553166.38,6800510.38,-7876.08,0.5202,0.5202,0.0653,0.049,1.0
553593.53,6800501.13,-7857.32,8.5351,8.5351,0.6719,0.1165,1.0
554020.84,6800492.13,-7846.27,152.4366,152.4366,7.4225,0.186,1.0
554448.41,6800483.5,-7841.8,221.2503,221.2503,10.1247,0.195,1.0
554876.28,6800475.25,-7848.31,152.3886,152.3886,7.4206,0.186,1.0
555304.55,6800467.63,-7866.38,379.3488,379.3488,15.8676,0.208,1.0
555733.31,6800460.88,-7891.48,234.8083,234.8083,10.6391,0.1964,1.0
556162.73,6800454.88,-7924.76,292.7886,292.7886,12.7871,0.2018,1.0
556592.94,6800449.75,-7959.31,100.1325,100.1325,5.2295,0.1759,1.0
557024.03,6800445.88,-7995.72,287.6558,287.6558,12.6001,0.2013,1.0
557456.06,6800443.13,-8037.0,270.9802,270.9802,11.9884,0.1999,1.0
557889.05,6800441.13,-8081.55,75.3907,75.3907,4.128,0.169,1.0
558322.67,6800439.88,-8123.91,4.9922,4.9922,0.4298,0.1035,1.0
558756.23,6800438.88,-8163.79,554.5554,554.5554,21.7737,0.2172,0.469851
559196.64,6800440.13,-8311.98,112.3161,112.3161,6.3512,0.7319,1.0
559645.09,6800443.25,-8361.42,813.9728,813.9728,33.0873,0.9446,1.0
560094.63,6800445.75,-8405.23,968.3366,968.3366,38.2392,0.9633,1.0
550086.22,6800980.25,-8459.41,13.5576,13.5576,1.0905,0.5047,1.0
550538.88,6800984.38,-8362.43,259.0984,259.0984,12.746,0.8217,1.0
550989.88,6800987.5,-8262.21,181.733,181.733,9.4845,0.7836,1.0
551440.19,6800990.0,-8153.76,109.2358,109.2358,5.6228,0.178,1.0
