Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,0
2000-04-10,12097839,12433545,2.986924887
2000-05-08,12512406,12859615,5.719863892
2000-06-02,12882332,13239807,9.029175758
2000-07-22,13611885,13989604,19.00091934
2000-09-10,14337606,14735464,32.46326065
2000-10-30,15066649,15484737,50.78526688
2000-11-30,15523355,15954116,69.49501801
2001-01-01,15980060,16423495,94.81630707
2001-02-20,16704070,17167594,150.162384
2001-04-11,17429864,17913530,223.9430695
2001-05-31,18162800,18666804,319.7314758
2001-07-20,18890580,19414778,440.2717285
2001-09-08,19609942,20154104,587.6132813
2001-10-28,20335564,20899860,772.8677368
2001-11-29,20810682,21388162,912.017334
2002-01-01,21285802,21876466,1084.288208
2002-02-20,22009630,22620380,1480.503052
2002-03-10,22281132,22899416,1650.534058
2002-04-02,22608454,23235822,1887.124634
2002-05-22,23343906,23991682,2558.959473
2002-07-11,24079114,24747292,3421.926025
2002-08-30,24813388,25501942,4453.754883
2002-10-19,25545460,26254328,5636.818359
2002-11-25,26081880,26805632,6646.75
2003-01-01,26618300,27356936,7867.010742
2003-02-20,27358568,28117746,9687.233398
2003-03-13,27675038,28442998,10518.51855
2003-05-02,28408758,29197078,12758.79688
2003-06-21,29138590,29947164,15341.75195
2003-08-10,29864000,30692702,18110.85938
2003-09-29,30588354,31437158,21253.28711
2003-11-15,31266094,32133704,24383.20508
2004-01-01,31943818,32830234,28007.13867
2004-02-20,32675950,33582684,32122.91797
2004-04-10,33406498,34333500,36908.76953
2004-05-30,34129812,35076888,42167.00781
2004-07-19,34855192,35822396,48220.85938
2004-09-07,35584252,36571688,55006.27734
2004-10-27,36311200,37318808,62626.21484
2004-11-29,36789704,37810588,67856.85938
2005-01-01,37268204,38302368,73414.80469
2005-02-20,38003260,39057824,81788.27344
2005-04-11,38737716,39812660,90704.625
2005-05-31,39469768,40565024,99811.57813
