Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,0
2000-03-06,11600671,11922581,0
2000-03-26,11886821,12216671,0.011347472
2000-05-15,12618362,12968512,3.516847134
2000-07-04,13350342,13720803,10.49388409
2000-08-23,14076063,14466663,20.94426346
2000-10-12,14803081,15213855,35.12086487
2000-11-21,15391571,15818675,50.84598923
2001-01-01,15980060,16423495,79.13206482
2001-02-20,16704070,17167594,129.6803894
2001-04-11,17429864,17913530,197.6622314
2001-05-31,18162800,18666804,285.2601929
2001-07-20,18890580,19414778,394.210144
2001-09-08,19609942,20154104,526.0161133
2001-10-28,20335564,20899860,691.4661255
2001-11-29,20810682,21388162,815.6712036
2002-01-01,21285802,21876466,958.0345459
2002-02-20,22009630,22620380,1267.46106
2002-04-11,22735784,23366684,1725.731201
2002-05-31,23471236,24122544,2330.177979
2002-07-20,24206240,24877944,3128.718506
2002-09-08,24940514,25632594,4112.413574
2002-10-28,25671548,26383912,5233.091797
2002-11-29,26144924,26870424,5996.720703
2002-12-15,26381612,27113680,6419.805176
2003-01-01,26618300,27356936,6884.333984
2003-01-29,27039882,27790218,7728.428711
2003-03-20,27780150,28551028,9601.759766
2003-05-09,28512388,29303586,11778.39453
2003-06-28,29242222,30053670,14330.16895
2003-08-08,29829950,30657708,16459.8457
2003-09-27,30554306,31402164,19526.07031
2003-11-14,31249080,32116218,22774.17773
2004-01-01,31943818,32830234,26550.05859
2004-02-20,32675950,33582684,30806.28711
2004-04-10,33406498,34333500,35763.6875
2004-05-30,34129812,35076888,41262.25391
2004-07-19,34855192,35822396,47731.01953
2004-09-07,35584252,36571688,54955.89844
2004-10-27,36311200,37318808,62886.63281
2004-11-29,36789704,37810588,68382.55469
2005-01-01,37268204,38302368,74224.51563
2005-02-20,38003260,39057824,83119.39063
2005-04-11,38737716,39812660,92679.36719
2005-05-31,39469768,40565024,102548.2969
