Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,0
2000-03-17,11761448,12087819,0
2000-04-10,12098273,12433990,0
2000-05-30,12830728,13186770,0
2000-07-19,13560755,13937055,0
2000-09-07,14286476,14682915,0
2000-10-27,15015123,15431781,1.694117069
2000-11-29,15497592,15927638,4.231243134
2001-01-01,15980060,16423495,8.200195313
2001-02-20,16704070,17167594,17.20422745
2001-04-11,17429864,17913530,29.53586578
2001-05-31,18162800,18666804,45.2914772
2001-07-20,18890580,19414778,77.62854767
2001-09-08,19609942,20154104,128.3047638
2001-10-28,20335564,20899860,199.2203369
2001-11-29,20810682,21388162,254.2606201
2002-01-01,21285802,21876466,318.4429626
2002-02-20,22009630,22620380,431.8231201
2002-04-11,22735784,23366684,567.5752563
2002-05-31,23471236,24122544,723.633667
2002-07-20,24206240,24877944,921.0339355
2002-07-31,24369368,25045600,966.3428345
2002-08-15,24593464,25275914,1034.944336
2002-09-30,25265748,25966852,1339.699585
2002-11-15,25942074,26661948,1735.016968
2003-01-01,26618300,27356936,2258.079102
2003-02-20,27358568,28117746,2949.885254
2003-04-11,28096748,28876412,3840.133545
2003-05-31,28826582,29626496,4932.085938
2003-07-20,29554332,30374442,6224.372559
2003-09-08,30278688,31118898,7702.511719
2003-10-28,31002782,31863086,9492.448242
2003-11-29,31473300,32346660,10808.52441
2004-01-01,31943816,32830234,12304.45117
2004-02-20,32675950,33582684,15003.87598
2004-04-10,33406498,34333500,18375.71094
2004-05-30,34129812,35076888,22308.35352
2004-07-19,34855192,35822396,26914.74609
2004-09-07,35584252,36571688,32166.46094
2004-10-27,36311200,37318808,38115.55078
2004-11-29,36789704,37810588,42340.09375
2005-01-01,37268204,38302368,46940.32031
2005-02-20,38003260,39057824,54340.88672
2005-04-11,38737716,39812660,62597.61328
2005-05-31,39469768,40565024,71690.10938
2005-07-20,40201624,41317188,81897.51563
