X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,15.2033,15.2033,0.1217,0.1156,1.0
552720.14,6798277.25,-8191.53,203.9123,203.9123,1.0587,0.1783,1.0
553148.33,6798270.75,-8186.99,177.7209,177.7209,0.9441,0.175,1.0
553576.81,6798264.63,-8184.66,506.3286,506.3286,2.2591,0.2002,1.0
554005.8,6798259.13,-8182.89,1004.385,1004.385,3.9978,0.2168,1.0
554435.41,6798254.13,-8185.29,6.2073,6.2073,0.0577,0.094,1.0
554865.73,6798249.75,-8190.42,13.1393,13.1393,0.1077,0.1121,1.0
555296.92,6798246.38,-8195.59,9.6626,9.6626,0.0834,0.1047,1.0
555729.08,6798244.13,-8206.91,72.7871,72.7871,0.3822,0.2087,1.0
556162.25,6798242.75,-8223.83,202.042,202.042,0.8949,0.2378,1.0
556596.48,6798242.38,-8240.85,90.5679,90.5679,0.4585,0.2149,1.0
557031.84,6798243.13,-8257.6,0.2267,0.2267,0.0031,0.0442,1.0
551017.77,6798754.75,-8199.52,10.0245,10.0245,0.086,0.1056,0.0
551444.72,6798747.63,-8178.79,154.8118,154.8118,0.8415,0.1716,1.0
551872.02,6798740.38,-8158.26,628.4987,628.4987,2.7049,0.2054,1.0
552299.33,6798733.0,-8142.98,799.8755,799.8755,3.3069,0.2113,1.0
552726.53,6798725.63,-8130.86,127.987,127.987,0.7181,0.167,1.0
553153.88,6798718.38,-8119.8,165.5739,165.5739,0.89,0.1733,1.0
553581.64,6798711.5,-8114.71,1374.088,1374.088,5.1909,0.2243,1.0
554010.0,6798705.25,-8114.15,894.3336,894.3336,3.6293,0.214,1.0
554439.0,6798699.63,-8113.97,15.7655,15.7655,0.1254,0.1165,1.0
554868.67,6798694.63,-8120.9,177.9427,177.9427,0.9451,0.175,1.0
555299.14,6798690.5,-8135.23,184.5732,184.5732,0.9743,0.1759,1.0
555730.53,6798687.5,-8152.42,676.4858,676.4858,2.876,0.2072,1.0
556162.89,6798685.38,-8169.34,1009.628,1009.628,4.0152,0.2169,1.0
556596.28,6798684.38,-8186.64,1052.413,1052.413,4.1565,0.2179,1.0
557030.78,6798684.63,-8206.69,176.6403,176.6403,0.8001,0.2339,1.0
557466.42,6798685.88,-8227.16,63.3645,63.3645,0.3405,0.2047,1.0
557903.22,6798688.25,-8249.61,300.4785,300.4785,1.2457,0.2491,1.0
558341.14,6798691.88,-8271.9,92.6264,92.6264,0.4672,0.2155,1.0
558780.0,6798696.5,-8291.84,330.0004,330.0004,1.3468,0.2518,1.0
559219.48,6798702.0,-8309.65,126.5558,126.5558,0.606,0.2244,0.950185
550116.27,6799200.5,-8527.77,138.9355,138.9355,0.655,0.2271,0.0
550574.11,6799205.38,-8494.37,1.8934,1.8934,0.0183,0.1047,1.0
551020.25,6799204.63,-8152.31,264.8149,264.8149,1.3163,0.1846,0.0
551451.75,6799197.88,-8130.46,10.2817,10.2817,0.0878,0.1062,0.0
