Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-01-27,11037583,11343868,0
2000-03-17,11761685,12088063,0
2000-05-06,12491783,12838420,0.457985103
2000-06-25,13224238,13591200,4.379307747
2000-08-14,13950648,14337767,11.78531265
2000-10-03,14676694,15083961,22.83992195
2000-11-17,15328377,15753728,35.92538834
2001-01-01,15980060,16423495,57.28982162
2001-02-20,16704070,17167594,99.13114166
2001-04-11,17429864,17913530,158.6466522
2001-05-31,18162800,18666804,236.459137
2001-07-20,18890580,19414778,332.9924011
2001-09-08,19609942,20154104,448.7850037
2001-10-28,20335564,20899860,593.6383057
2001-11-29,20810682,21388162,702.0159912
2002-01-01,21285802,21876466,825.9963989
2002-02-19,21997366,22607776,1041.312988
2002-04-10,22723322,23353878,1387.922729
2002-05-30,23458774,24109738,1865.14978
2002-07-19,24193800,24865158,2515.370361
2002-09-07,24928074,25619808,3361.35791
2002-10-16,25499522,26207114,4121.828613
2002-11-05,25790974,26506654,4515.620605
2002-11-22,26037364,26759880,4866.675293
2003-01-01,26618300,27356936,5820.359375
2003-02-20,27358568,28117746,7243.089355
2003-04-11,28096748,28876412,9067.897461
2003-05-31,28826582,29626496,11212.0957
2003-07-20,29554332,30374442,13698.34375
2003-09-08,30278688,31118898,16524.0293
2003-10-28,31002782,31863086,19799
2003-11-29,31473300,32346660,22110.32227
2004-01-01,31943816,32830234,24700.32422
2004-02-20,32675950,33582684,29072.74609
2004-04-10,33406498,34333500,34301.07422
2004-05-30,34129812,35076888,40253.89844
2004-07-19,34855192,35822396,47168.12891
2004-09-07,35584252,36571688,54526.90625
2004-10-27,36311200,37318808,62618.66797
2004-11-29,36789704,37810588,68209.5
2005-01-01,37268204,38302368,74195.24219
2005-02-20,38003260,39057824,83477.47656
2005-04-11,38737716,39812660,93596.38281
2005-05-27,39421984,40515916,103461.9922
2005-07-16,40153876,41268116,114893.7422
