X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,4.2438,4.2438,0.1567,0.1156,1.0
552720.14,6798277.25,-8191.53,56.9196,56.9196,1.3636,0.1783,1.0
553148.33,6798270.75,-8186.99,49.6086,49.6086,1.216,0.175,1.0
553576.81,6798264.63,-8184.66,141.3354,141.3354,2.9097,0.2002,1.0
554005.8,6798259.13,-8182.89,280.3618,280.3618,5.1491,0.2168,1.0
554435.41,6798254.13,-8185.29,1.7327,1.7327,0.0743,0.094,1.0
554865.73,6798249.75,-8190.42,3.6677,3.6677,0.1388,0.1121,1.0
555296.92,6798246.38,-8195.59,2.6972,2.6972,0.1074,0.1047,1.0
555729.08,6798244.13,-8206.91,208.9635,208.9635,5.0627,0.3055,1.0
556162.25,6798242.75,-8223.83,580.0397,580.0397,11.8541,0.348,1.0
556596.48,6798242.38,-8240.85,260.0101,260.0101,6.074,0.3146,1.0
557031.84,6798243.13,-8257.6,0.6507,0.6507,0.0413,0.0647,1.0
551017.77,6798754.75,-8199.52,2.7982,2.7982,0.1108,0.1056,0.0
551444.72,6798747.63,-8178.79,43.2138,43.2138,1.0839,0.1716,1.0
551872.02,6798740.38,-8158.26,175.4377,175.4377,3.4839,0.2054,1.0
552299.33,6798733.0,-8142.98,223.2755,223.2755,4.2593,0.2113,1.0
552726.53,6798725.63,-8130.86,35.726,35.726,0.925,0.167,1.0
553153.88,6798718.38,-8119.8,46.2179,46.2179,1.1463,0.1733,1.0
553581.64,6798711.5,-8114.71,383.5599,383.5599,6.6859,0.2243,1.0
554010.0,6798705.25,-8114.15,249.6423,249.6423,4.6745,0.214,1.0
554439.0,6798699.63,-8113.97,4.4007,4.4007,0.1615,0.1165,1.0
554868.67,6798694.63,-8120.9,49.6705,49.6705,1.2173,0.175,1.0
555299.14,6798690.5,-8135.23,51.5214,51.5214,1.2549,0.1759,1.0
555730.53,6798687.5,-8152.42,188.8327,188.8327,3.7042,0.2072,1.0
556162.89,6798685.38,-8169.34,281.8253,281.8253,5.1715,0.2169,1.0
556596.28,6798684.38,-8186.64,293.7683,293.7683,5.3535,0.2179,1.0
557030.78,6798684.63,-8206.69,507.1142,507.1142,10.5984,0.3424,1.0
557466.42,6798685.88,-8227.16,181.9122,181.9122,4.5103,0.2997,1.0
557903.22,6798688.25,-8249.61,862.6393,862.6393,16.501,0.3646,1.0
558341.14,6798691.88,-8271.9,265.9198,265.9198,6.1889,0.3155,1.0
558780.0,6798696.5,-8291.84,947.3936,947.3936,17.8414,0.3685,1.0
559219.48,6798702.0,-8309.65,363.3271,363.3271,8.0273,0.3285,0.171023
550116.27,6799200.5,-8527.77,398.868,398.868,8.6765,0.3324,0.0
550574.11,6799205.38,-8494.37,5.4357,5.4357,0.2419,0.1532,1.0
551020.25,6799204.63,-8152.31,73.9199,73.9199,1.6954,0.1846,0.0
551451.75,6799197.88,-8130.46,2.87,2.87,0.1131,0.1062,0.0
551878.75,6799190.0,-8105.6,122.728,122.728,2.5867,0.1968,1.0
552305.13,6799181.88,-8083.85,143.1764,143.1764,2.9412,0.2005,1.0
552731.47,6799173.75,-8068.03,180.3559,180.3559,3.5651,0.2061,1.0
553158.23,6799165.88,-8053.24,291.5331,291.5331,5.3195,0.2177,1.0
553585.56,6799158.38,-8045.66,87.667,87.667,1.9543,0.1887,1.0
554013.5,6799151.38,-8045.38,229.7694,229.7694,4.3623,0.212,1.0
554442.03,6799145.0,-8042.9,66.6124,66.6124,1.5545,0.1821,1.0
554871.17,6799139.38,-8050.78,49.3524,49.3524,1.2108,0.1748,1.0
555301.02,6799134.5,-8070.5,168.1842,168.1842,3.3635,0.2044,1.0
555731.69,6799130.5,-8088.87,105.9406,105.9406,2.2883,0.1933,1.0
556163.28,6799127.63,-8106.7,3.5395,3.5395,0.1347,0.1113,1.0
556595.86,6799126.0,-8129.24,156.5928,156.5928,3.1692,0.2027,1.0
557029.48,6799125.5,-8154.67,111.7242,111.7242,2.392,0.1946,1.0
557464.19,6799126.0,-8180.21,153.1081,153.1081,3.1103,0.2022,1.0
557899.95,6799127.63,-8206.4,921.9874,921.9874,17.4418,0.3674,1.0
558336.8,6799130.38,-8233.22,141.1736,141.1736,3.6513,0.2891,1.0
558774.58,6799134.25,-8262.42,1.0376,1.0376,0.0609,0.0841,1.0
559212.58,6799139.0,-8290.88,0.6513,0.6513,0.0413,0.0647,0.171023
559656.31,6799142.38,-8443.36,929.5952,929.5952,17.5616,0.3677,1.0
560105.63,6799141.75,-8474.76,1.3356,1.3356,0.0751,0.0947,1.0
550109.17,6799645.63,-8521.2,263.1256,263.1256,6.1346,0.3151,0.0
550566.02,6799650.75,-8479.16,474.1374,474.1374,10.0209,0.3396,1.0
551016.95,6799652.38,-8397.58,14.6159,14.6159,0.5517,0.1945,1.0
551455.7,6799647.88,-8074.79,61.9173,61.9173,1.4627,0.1803,0.0
551884.05,6799639.75,-8049.79,4.9595,4.9595,0.1784,0.1194,0.0
552309.11,6799630.88,-8026.69,4.3591,4.3591,0.1603,0.1163,1.0
552735.0,6799622.13,-8006.87,201.666,201.666,3.9129,0.2088,1.0
553161.61,6799613.5,-7989.09,29.873,29.873,0.7968,0.1627,1.0
553588.77,6799605.38,-7979.6,71.0351,71.0351,1.6401,0.1836,1.0
554016.42,6799597.75,-7976.4,34.0908,34.0908,0.8895,0.1659,1.0
554444.58,6799590.63,-7974.7,3.8456,3.8456,0.1444,0.1133,1.0
554873.27,6799584.25,-7984.63,124.9668,124.9668,2.626,0.1973,1.0
555302.55,6799578.5,-8001.94,42.7073,42.7073,1.0733,0.1714,1.0
555732.53,6799573.63,-8017.55,53.3709,53.3709,1.2924,0.1767,1.0
556163.38,6799569.88,-8039.4,4.7093,4.7093,0.1709,0.1182,1.0
556595.17,6799567.25,-8070.33,74.1113,74.1113,1.699,0.1846,1.0
557027.95,6799565.75,-8101.85,147.1588,147.1588,3.0092,0.2012,1.0
557461.72,6799565.38,-8133.42,120.0212,120.0212,2.5391,0.1963,1.0
557896.39,6799566.13,-8165.32,134.2706,134.2706,2.7879,0.199,1.0
558331.95,6799567.63,-8196.6,63.7591,63.7591,1.4988,0.181,1.0
558768.75,6799570.13,-8229.46,1211.678,1211.678,21.9016,0.3788,1.0
559207.25,6799573.38,-8262.81,956.4863,956.4863,17.9839,0.3689,0.171023
559651.83,6799575.38,-8415.4,458.7067,458.7067,9.7484,0.3383,1.0
560101.39,6799575.63,-8451.25,0.9205,0.9205,0.0551,0.0791,1.0
550101.53,6800090.5,-8508.12,240.7986,240.7986,5.6977,0.3114,0.0
550555.81,6800094.75,-8448.93,256.1544,256.1544,5.9989,0.3139,1.0
551007.16,6800097.13,-8356.09,16.1957,16.1957,0.6009,0.1988,1.0
551452.52,6800095.88,-8261.44,372.1875,372.1875,8.1901,0.3295,1.0
551885.55,6800089.25,-7998.16,45.1973,45.1973,1.1252,0.1727,0.0
552311.13,6800080.0,-7975.18,4.6332,4.6332,0.1686,0.1178,1.0
552737.48,6800070.88,-7951.78,189.089,189.089,3.7084,0.2072,1.0
553164.3,6800061.75,-7930.73,5.0165,5.0165,0.1802,0.1197,1.0
553591.41,6800053.0,-7915.88,34.0929,34.0929,0.8896,0.1659,1.0
554018.84,6800044.63,-7907.83,196.105,196.105,3.8227,0.2081,1.0
554446.69,6800036.75,-7904.66,53.5856,53.5856,1.2967,0.1768,1.0
554874.95,6800029.5,-7913.2,180.1627,180.1627,3.5619,0.2061,0.0
555303.7,6800022.75,-7931.66,77.3561,77.3561,1.7608,0.1857,1.0
555733.06,6800017.0,-7950.43,76.8013,76.8013,1.7503,0.1855,1.0
556163.17,6800012.25,-7977.28,144.5688,144.5688,2.965,0.2008,0.171023
556594.17,6800008.38,-8012.64,88.688,88.688,1.9733,0.189,0.171023
557026.14,6800005.75,-8046.86,206.0613,206.0613,3.9838,0.2093,1.0
557459.05,6800004.38,-8084.21,136.3254,136.3254,2.8235,0.1994,1.0
557892.78,6800003.88,-8125.48,2.0823,2.0823,0.0866,0.0985,1.0
558327.11,6800004.0,-8162.02,262.0679,262.0679,4.8676,0.2151,1.0
558761.92,6800004.75,-8195.52,459.38,459.38,7.7704,0.2287,0.171023
559201.31,6800006.75,-8230.91,0.7001,0.7001,0.0439,0.0677,0.171023
559648.03,6800009.0,-8386.56,722.2513,722.2513,14.2307,0.3572,1.0
560097.72,6800010.25,-8427.13,0.6547,0.6547,0.0415,0.0649,1.0
550093.7,6800535.38,-8486.61,0.8617,0.8617,0.0521,0.0764,1.0
550546.78,6800539.38,-8408.06,193.6522,193.6522,4.7516,0.3023,1.0
550997.42,6800541.75,-8308.39,234.1681,234.1681,5.5666,0.3102,1.0
551445.58,6800542.5,-8206.63,85.9647,85.9647,2.415,0.2684,1.0
551883.45,6800538.13,-7954.43,27.9714,27.9714,0.7543,0.1611,0.0
552311.75,6800529.13,-7927.16,36.9806,36.9806,0.9519,0.1679,1.0
552739.2,6800519.75,-7900.59,158.7324,158.7324,3.2052,0.203,1.0
553166.38,6800510.38,-7876.08,0.2675,0.2675,0.0157,0.049,1.0
553593.53,6800501.13,-7857.32,4.389,4.389,0.1612,0.1165,1.0
554020.84,6800492.13,-7846.27,78.3874,78.3874,1.7804,0.186,1.0
554448.41,6800483.5,-7841.8,113.7733,113.7733,2.4285,0.195,1.0
554876.28,6800475.25,-7848.31,78.3627,78.3627,1.7799,0.186,1.0
555304.55,6800467.63,-7866.38,195.0722,195.0722,3.806,0.208,1.0
555733.31,6800460.88,-7891.48,120.7452,120.7452,2.5519,0.1964,1.0
556162.73,6800454.88,-7924.76,150.5604,150.5604,3.0671,0.2018,1.0
556592.94,6800449.75,-7959.31,51.491,51.491,1.2543,0.1759,1.0
557024.03,6800445.88,-7995.72,147.921,147.921,3.0222,0.2013,1.0
557456.06,6800443.13,-8037.0,139.3459,139.3459,2.8755,0.1999,1.0
557889.05,6800441.13,-8081.55,38.7681,38.7681,0.9901,0.169,1.0
558322.67,6800439.88,-8123.91,2.5671,2.5671,0.1031,0.1035,1.0
558756.23,6800438.88,-8163.79,285.1685,285.1685,5.2226,0.2172,0.171023
559196.64,6800440.13,-8311.98,125.5047,125.5047,3.3103,0.2842,1.0
