X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,22.8169,22.8169,1.6655,0.1156,1.0
552720.14,6798277.25,-8191.53,306.0286,306.0286,14.4918,0.1783,1.0
553148.33,6798270.75,-8186.99,266.7209,266.7209,12.9232,0.175,1.0
553576.81,6798264.63,-8184.66,759.8904,759.8904,30.9229,0.2002,1.0
554005.8,6798259.13,-8182.89,1507.366,1507.366,54.723,0.2168,1.0
554435.41,6798254.13,-8185.29,9.3159,9.3159,0.7895,0.094,1.0
554865.73,6798249.75,-8190.42,19.7192,19.7192,1.4748,0.1121,1.0
555296.92,6798246.38,-8195.59,14.5014,14.5014,1.1416,0.1047,1.0
555729.08,6798244.13,-8206.91,843.0805,843.0805,40.3751,0.6974,1.0
556162.25,6798242.75,-8223.83,2340.218,2340.218,94.5373,0.7947,1.0
556596.48,6798242.38,-8240.85,1049.032,1049.032,48.441,0.7182,1.0
557031.84,6798243.13,-8257.6,2.6253,2.6253,0.329,0.1476,1.0
551017.77,6798754.75,-8199.52,15.0447,15.0447,1.1771,0.1056,0.0
551444.72,6798747.63,-8178.79,232.3393,232.3393,11.5192,0.1716,1.0
551872.02,6798740.38,-8158.26,943.2415,943.2415,37.026,0.2054,1.0
552299.33,6798733.0,-8142.98,1200.441,1200.441,45.266,0.2113,1.0
552726.53,6798725.63,-8130.86,192.081,192.081,9.8301,0.167,1.0
553153.88,6798718.38,-8119.8,248.4909,248.4909,12.1828,0.1733,1.0
553581.64,6798711.5,-8114.71,2062.211,2062.211,71.0557,0.2243,1.0
554010.0,6798705.25,-8114.15,1342.203,1342.203,49.6786,0.214,1.0
554439.0,6798699.63,-8113.97,23.6606,23.6606,1.7166,0.1165,1.0
554868.67,6798694.63,-8120.9,267.0537,267.0537,12.9366,0.175,1.0
555299.14,6798690.5,-8135.23,277.0047,277.0047,13.3371,0.1759,1.0
555730.53,6798687.5,-8152.42,1015.26,1015.26,39.3673,0.2072,1.0
556162.89,6798685.38,-8169.34,1515.234,1515.234,54.9609,0.2169,1.0
556596.28,6798684.38,-8186.64,1579.446,1579.446,56.8951,0.2179,1.0
557030.78,6798684.63,-8206.69,2045.994,2045.994,84.5233,0.7819,1.0
557466.42,6798685.88,-8227.16,733.9398,733.9398,35.97,0.6842,1.0
557903.22,6798688.25,-8249.61,3480.389,3480.389,131.597,0.8325,1.0
558341.14,6798691.88,-8271.9,1072.875,1072.875,49.3568,0.7204,1.0
558780.0,6798696.5,-8291.84,3822.337,3822.337,142.2865,0.8414,1.0
559219.48,6798702.0,-8309.65,1465.873,1465.873,64.0181,0.7501,0.875699
550116.27,6799200.5,-8527.77,1609.266,1609.266,69.1957,0.759,0.0
550574.11,6799205.38,-8494.37,21.9308,21.9308,1.9295,0.3498,1.0
551020.25,6799204.63,-8152.31,397.4304,397.4304,18.0179,0.1846,0.0
551451.75,6799197.88,-8130.46,15.4307,15.4307,1.2022,0.1062,0.0
551878.75,6799190.0,-8105.6,659.8477,659.8477,27.491,0.1968,1.0
552305.13,6799181.88,-8083.85,769.7882,769.7882,31.2582,0.2005,1.0
552731.47,6799173.75,-8068.03,969.6838,969.6838,37.889,0.2061,1.0
