Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-04-01,1328375.625,1365237,0
1998-05-21,2054510.875,2111522,0
1998-07-10,2780786.25,2857951,0
1998-08-29,3507700,3605036,0
1998-10-18,4234278,4351776,0
1998-11-24,4778722.5,4911328.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,0
2000-04-10,12097839,12433545,0
2000-05-30,12830294,13186325,0
2000-07-19,13560325,13936614,0
2000-09-07,14286047,14682474,0
2000-10-27,15014690,15431337,0
2000-11-29,15497375,15927416,0
2001-01-01,15980060,16423495,0
2001-02-20,16704070,17167594,0
2001-04-11,17429864,17913530,0
2001-05-31,18162800,18666804,0
2001-07-20,18890580,19414778,0.925132513
2001-09-08,19609942,20154104,4.205138683
2001-10-28,20335564,20899860,11.65367031
2001-11-29,20810682,21388162,19.52817726
2002-01-01,21285802,21876466,30.49875641
2002-02-20,22009630,22620380,53.44959641
2002-04-11,22735784,23366684,83.70860291
2002-05-31,23471236,24122544,146.5745239
2002-07-20,24206240,24877944,253.8859558
2002-09-08,24940514,25632594,405.394043
2002-10-28,25671548,26383912,598.3867188
2002-11-29,26144924,26870424,740.2224121
2003-01-01,26618300,27356936,903.8726196
2003-02-20,27358568,28117746,1272.680176
2003-03-26,27864784,28638010,1580.183105
2003-05-15,28595828,29389340,2115.650635
2003-07-04,29325312,30139066,2794.851074
2003-08-23,30049666,30883522,3648.939697
2003-10-12,30773914,31627866,4701.43457
2003-11-21,31358866,32229050,5662.95459
2004-01-01,31943818,32830234,6741.47168
2004-02-20,32675950,33582684,8226.236328
2004-04-10,33406498,34333500,9916.817383
2004-05-30,34129812,35076888,11830.4248
2004-07-19,34855192,35822396,14080.41016
2004-09-07,35584252,36571688,16688.84375
2004-10-27,36311200,37318808,19743.05078
2004-11-29,36789704,37810588,21969.82422
2005-01-01,37268204,38302368,24436.60938
2005-02-20,38003260,39057824,28631.74805
2005-04-11,38737716,39812660,33646.40625
2005-05-31,39469768,40565024,39440.11328
2005-07-20,40201624,41317188,46240.78516
2005-09-08,40933168,42069028,54138.62109
2005-10-28,41661452,42817524,62980.43359
2005-11-29,42133036,43302192,69193.10938
