X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,22.7085,22.7085,1.1838,0.1156,1.0
552720.14,6798277.25,-8191.53,304.5748,304.5748,10.3006,0.1783,1.0
553148.33,6798270.75,-8186.99,265.4538,265.4538,9.1856,0.175,1.0
553576.81,6798264.63,-8184.66,756.2806,756.2806,21.9796,0.2002,1.0
554005.8,6798259.13,-8182.89,1500.205,1500.205,38.8965,0.2168,1.0
554435.41,6798254.13,-8185.29,9.2716,9.2716,0.5612,0.094,1.0
554865.73,6798249.75,-8190.42,19.6256,19.6256,1.0483,0.1121,1.0
555296.92,6798246.38,-8195.59,14.4325,14.4325,0.8114,0.1047,1.0
555729.08,6798244.13,-8206.91,424.9335,424.9335,14.5336,0.2384,1.0
556162.25,6798242.75,-8223.83,1179.528,1179.528,34.0301,0.2717,1.0
556596.48,6798242.38,-8240.85,528.7382,528.7382,17.4371,0.2455,1.0
557031.84,6798243.13,-8257.6,1.3232,1.3232,0.1184,0.0505,1.0
551017.77,6798754.75,-8199.52,14.9732,14.9732,0.8367,0.1056,0.0
551444.72,6798747.63,-8178.79,231.2355,231.2355,8.1877,0.1716,1.0
551872.02,6798740.38,-8158.26,938.7607,938.7607,26.3177,0.2054,1.0
552299.33,6798733.0,-8142.98,1194.739,1194.739,32.1745,0.2113,1.0
552726.53,6798725.63,-8130.86,191.1685,191.1685,6.9871,0.167,1.0
553153.88,6798718.38,-8119.8,247.3104,247.3104,8.6594,0.1733,1.0
553581.64,6798711.5,-8114.71,2052.415,2052.415,50.5056,0.2243,1.0
554010.0,6798705.25,-8114.15,1335.827,1335.827,35.311,0.214,1.0
554439.0,6798699.63,-8113.97,23.5482,23.5482,1.2202,0.1165,1.0
554868.67,6798694.63,-8120.9,265.7851,265.7851,9.1952,0.175,1.0
555299.14,6798690.5,-8135.23,275.6888,275.6888,9.4798,0.1759,1.0
555730.53,6798687.5,-8152.42,1010.437,1010.437,27.9818,0.2072,1.0
556162.89,6798685.38,-8169.34,1508.036,1508.036,39.0656,0.2169,1.0
556596.28,6798684.38,-8186.64,1571.943,1571.943,40.4404,0.2179,1.0
557030.78,6798684.63,-8206.69,1031.232,1031.232,30.4254,0.2673,1.0
557466.42,6798685.88,-8227.16,369.9239,369.9239,12.9479,0.2339,1.0
557903.22,6798688.25,-8249.61,1754.203,1754.203,47.3703,0.2846,1.0
558341.14,6798691.88,-8271.9,540.7557,540.7557,17.7667,0.2463,1.0
558780.0,6798696.5,-8291.84,1926.553,1926.553,51.2182,0.2877,1.0
559219.48,6798702.0,-8309.65,738.8365,738.8365,23.0443,0.2564,0.762633
550116.27,6799200.5,-8527.77,811.1098,811.1098,24.9081,0.2595,0.0
550574.11,6799205.38,-8494.37,11.0537,11.0537,0.6945,0.1196,1.0
551020.25,6799204.63,-8152.31,395.5424,395.5424,12.8069,0.1846,0.0
551451.75,6799197.88,-8130.46,15.3574,15.3574,0.8545,0.1062,0.0
551878.75,6799190.0,-8105.6,656.7131,656.7131,19.5403,0.1968,1.0
552305.13,6799181.88,-8083.85,766.1314,766.1314,22.218,0.2005,1.0
552731.47,6799173.75,-8068.03,965.0773,965.0773,26.9311,0.2061,1.0
553158.23,6799165.88,-8053.24,1559.982,1559.982,40.1838,0.2177,1.0
553585.56,6799158.38,-8045.66,469.1028,469.1028,14.763,0.1887,1.0
554013.5,6799151.38,-8045.38,1229.487,1229.487,32.9525,0.212,1.0
554442.03,6799145.0,-8042.9,356.4404,356.4404,11.7429,0.1821,1.0
554871.17,6799139.38,-8050.78,264.0828,264.0828,9.1461,0.1748,1.0
555301.02,6799134.5,-8070.5,899.9475,899.9475,25.4077,0.2044,1.0
555731.69,6799130.5,-8088.87,566.8842,566.8842,17.2861,0.1933,1.0
556163.28,6799127.63,-8106.7,18.9397,18.9397,1.0176,0.1113,1.0
556595.86,6799126.0,-8129.24,837.9221,837.9221,23.9398,0.2027,1.0
557029.48,6799125.5,-8154.67,597.8319,597.8319,18.069,0.1946,1.0
557464.19,6799126.0,-8180.21,819.2759,819.2759,23.4951,0.2022,1.0
557899.95,6799127.63,-8206.4,1874.889,1874.889,50.071,0.2868,1.0
558336.8,6799130.38,-8233.22,287.0807,287.0807,10.482,0.2257,1.0
558774.58,6799134.25,-8262.42,2.11,2.11,0.1747,0.0657,1.0
559212.58,6799139.0,-8290.88,1.3244,1.3244,0.1185,0.0505,0.762633
559656.31,6799142.38,-8443.36,1890.359,1890.359,50.4151,0.287,1.0
560105.63,6799141.75,-8474.76,2.716,2.716,0.2156,0.0739,1.0
550109.17,6799645.63,-8521.2,535.0736,535.0736,17.611,0.2459,0.0
550566.02,6799650.75,-8479.16,964.1724,964.1724,28.7675,0.2651,1.0
551016.95,6799652.38,-8397.58,29.7218,29.7218,1.5837,0.1518,1.0
551455.7,6799647.88,-8074.79,331.3174,331.3174,11.049,0.1803,0.0
551884.05,6799639.75,-8049.79,26.5382,26.5382,1.348,0.1194,0.0
552309.11,6799630.88,-8026.69,23.3256,23.3256,1.2105,0.1163,1.0
552735.0,6799622.13,-8006.87,1079.107,1079.107,29.5578,0.2088,1.0
553161.61,6799613.5,-7989.09,159.8491,159.8491,6.0193,0.1627,1.0
553588.77,6799605.38,-7979.6,380.1062,380.1062,12.3891,0.1836,1.0
554016.42,6799597.75,-7976.4,182.4183,182.4183,6.7196,0.1659,1.0
554444.58,6799590.63,-7974.7,20.5775,20.5775,1.0905,0.1133,1.0
554873.27,6799584.25,-7984.63,668.6927,668.6927,19.8369,0.1973,1.0
555302.55,6799578.5,-8001.94,228.5249,228.5249,8.1077,0.1714,1.0
555732.53,6799573.63,-8017.55,285.5854,285.5854,9.7626,0.1767,1.0
556163.38,6799569.88,-8039.4,25.1993,25.1993,1.291,0.1182,1.0
556595.17,6799567.25,-8070.33,396.5668,396.5668,12.8346,0.1846,1.0
557027.95,6799565.75,-8101.85,787.4413,787.4413,22.7318,0.2012,1.0
557461.72,6799565.38,-8133.42,642.2291,642.2291,19.1805,0.1963,1.0
557896.39,6799566.13,-8165.32,718.4771,718.4771,21.0602,0.199,1.0
558331.95,6799567.63,-8196.6,341.1724,341.1724,11.3222,0.181,1.0
558768.75,6799570.13,-8229.46,2463.983,2463.983,62.8741,0.2957,1.0
559207.25,6799573.38,-8262.81,1945.043,1945.043,51.6275,0.288,0.762633
559651.83,6799575.38,-8415.4,932.7936,932.7936,27.9852,0.264,1.0
560101.39,6799575.63,-8451.25,1.8719,1.8719,0.1581,0.0618,1.0
550101.53,6800090.5,-8508.12,489.6711,489.6711,16.3566,0.2431,0.0
550555.81,6800094.75,-8448.93,520.8976,520.8976,17.2213,0.2451,1.0
551007.16,6800097.13,-8356.09,32.9345,32.9345,1.7251,0.1551,1.0
551452.52,6800095.88,-8261.44,756.8544,756.8544,23.5117,0.2572,1.0
551885.55,6800089.25,-7998.16,241.8492,241.8492,8.4997,0.1727,0.0
552311.13,6800080.0,-7975.18,24.7921,24.7921,1.2736,0.1178,1.0
552737.48,6800070.88,-7951.78,1011.808,1011.808,28.0135,0.2072,1.0
553164.3,6800061.75,-7930.73,26.8432,26.8432,1.3609,0.1197,1.0
553591.41,6800053.0,-7915.88,182.4297,182.4297,6.7199,0.1659,1.0
554018.84,6800044.63,-7907.83,1049.35,1049.35,28.877,0.2081,1.0
554446.69,6800036.75,-7904.66,286.7346,286.7346,9.7953,0.1768,1.0
554874.95,6800029.5,-7913.2,964.0438,964.0438,26.907,0.2061,0.0
555303.7,6800022.75,-7931.66,413.9293,413.9293,13.3012,0.1857,1.0
555733.06,6800017.0,-7950.43,410.9608,410.9608,13.2216,0.1855,1.0
556163.17,6800012.25,-7977.28,773.5823,773.5823,22.3979,0.2008,0.762633
556594.17,6800008.38,-8012.64,474.5663,474.5663,14.9062,0.189,0.762633
557026.14,6800005.75,-8046.86,1102.626,1102.626,30.0937,0.2093,1.0
557459.05,6800004.38,-8084.21,729.4722,729.4722,21.3284,0.1994,1.0
557892.78,6800003.88,-8125.48,11.1422,11.1422,0.654,0.0985,1.0
558327.11,6800004.0,-8162.02,1402.315,1402.315,36.7697,0.2151,1.0
558761.92,6800004.75,-8195.52,2458.125,2458.125,58.6978,0.2287,0.762633
559201.31,6800006.75,-8230.91,1.4238,1.4238,0.1259,0.0529,0.762633
559648.03,6800009.0,-8386.56,1468.719,1468.719,40.8529,0.2788,1.0
560097.72,6800010.25,-8427.13,1.3314,1.3314,0.119,0.0507,1.0
550093.7,6800535.38,-8486.61,1.7522,1.7522,0.1497,0.0596,1.0
550546.78,6800539.38,-8408.06,393.7975,393.7975,13.6406,0.236,1.0
550997.42,6800541.75,-8308.39,476.1878,476.1878,15.9804,0.2421,1.0
551445.58,6800542.5,-8206.63,174.8117,174.8117,6.9329,0.2095,1.0
551883.45,6800538.13,-7954.43,149.6739,149.6739,5.6982,0.1611,0.0
552311.75,6800529.13,-7927.16,197.882,197.882,7.191,0.1679,1.0
552739.2,6800519.75,-7900.59,849.3712,849.3712,24.2121,0.203,1.0
553166.38,6800510.38,-7876.08,1.4315,1.4315,0.1183,0.049,1.0
553593.53,6800501.13,-7857.32,23.4852,23.4852,1.2174,0.1165,1.0
554020.84,6800492.13,-7846.27,419.4478,419.4478,13.4488,0.186,1.0
554448.41,6800483.5,-7841.8,608.7968,608.7968,18.3447,0.195,1.0
554876.28,6800475.25,-7848.31,419.3156,419.3156,13.4453,0.186,1.0
555304.55,6800467.63,-7866.38,1043.824,1043.824,28.7502,0.208,1.0
555733.31,6800460.88,-7891.48,646.1033,646.1033,19.2769,0.1964,1.0
556162.73,6800454.88,-7924.76,805.6431,805.6431,23.1688,0.2018,1.0
556592.94,6800449.75,-7959.31,275.5266,275.5266,9.4752,0.1759,1.0
557024.03,6800445.88,-7995.72,791.5195,791.5195,22.8298,0.2013,1.0
