Date,Gas production cumulative,Oil production cumulative,Water production cumulative
1998-01-01,0,0,0
1998-01-02,14759.72852,15169.2998,0
1998-01-05,59038.91406,60677.19922,0
1998-01-14,191876.4688,197200.9063,0
1998-02-10,590389.125,606772,0
1998-03-29,1287986.625,1323727.375,0
1998-05-18,2014770.625,2070678.875,0
1998-07-07,2741003.5,2817064.25,0
1998-08-26,3467917,3564149.25,0
1998-10-15,4194549,4310944.5,0
1998-11-23,4758858,4890912.5,0
1999-01-01,5323167,5470881,0
1999-02-20,6052528,6220481,0
1999-04-11,6780054.5,6968196,0
1999-05-31,7500245,7708371,0
1999-07-20,8225297,8453543,0
1999-09-08,8958282,9206868,0
1999-10-28,9692437,9961394,0
1999-11-29,10170284,10452502,0
2000-01-01,10648132,10943609,0
2000-02-20,11372234,11687804,1.38248384
2000-04-10,12097839,12433545,6.193431377
2000-05-30,12830294,13186325,14.12959003
2000-06-28,13269140,13637349,20.08291245
2000-08-01,13756621,14138357,28.22075081
2000-09-20,14482343,14884217,43.89781189
2000-11-09,15212506,15634642,69.29695129
2000-12-05,15596283,16029068,87.24108124
2001-01-01,15980060,16423495,109.6815109
2001-02-20,16704070,17167594,167.9691162
2001-04-11,17429864,17913530,247.4465485
2001-05-31,18162800,18666804,353.232666
2001-07-20,18890580,19414778,488.9009399
2001-09-08,19609942,20154104,656.3035278
2001-10-28,20335564,20899860,866.3083496
2001-11-29,20810682,21388162,1030.067993
2002-01-01,21285802,21876466,1263.147461
2002-02-20,22009630,22620380,1753.785034
2002-04-11,22735784,23366684,2409.969482
2002-05-31,23471236,24122544,3211.321289
2002-07-20,24206240,24877944,4182.040039
2002-09-08,24940514,25632594,5313.698242
2002-10-28,25671548,26383912,6723.177246
2002-11-29,26144924,26870424,7747.172852
2003-01-01,26618300,27356936,8913.220703
2003-02-20,27358568,28117746,10825.57324
2003-04-11,28096748,28876412,13052.63867
2003-05-31,28826582,29626496,15523.73633
2003-07-06,29360322,30175048,17498.61328
2003-07-28,29670490,30493824,18603.03516
2003-08-14,29916902,30747072,19515.93164
2003-10-03,30641236,31491508,22609.46875
2003-11-17,31292526,32160870,25530.5332
2004-01-01,31943818,32830234,28850.00781
2004-02-20,32675950,33582684,32789.84766
2004-04-10,33406498,34333500,37298.38281
2004-05-22,34019864,34963888,41280.46094
2004-07-11,34744372,35708504,46568.34766
2004-08-30,35473432,36457792,52131.05469
2004-10-19,36200996,37205548,58504.8125
2004-11-25,36734600,37753956,63548.09375
2005-01-01,37268204,38302368,69073.21094
2005-02-20,38003260,39057824,76464.17969
2005-04-11,38737716,39812660,84352.58594
