X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,10.9865,10.9865,0.795,0.1156,1.0
552720.14,6798277.25,-8191.53,147.3555,147.3555,6.9174,0.1783,1.0
553148.33,6798270.75,-8186.99,128.4285,128.4285,6.1686,0.175,1.0
553576.81,6798264.63,-8184.66,365.8939,365.8939,14.7604,0.2002,1.0
554005.8,6798259.13,-8182.89,725.8101,725.8101,26.1209,0.2168,1.0
554435.41,6798254.13,-8185.29,4.4857,4.4857,0.3768,0.094,1.0
554865.73,6798249.75,-8190.42,9.495,9.495,0.704,0.1121,1.0
555296.92,6798246.38,-8195.59,6.9826,6.9826,0.5449,0.1047,1.0
555729.08,6798244.13,-8206.91,37.0469,37.0469,1.7588,0.5931,1.0
556162.25,6798242.75,-8223.83,102.8345,102.8345,4.1181,0.6758,1.0
556596.48,6798242.38,-8240.85,46.0968,46.0968,2.1101,0.6108,1.0
557031.84,6798243.13,-8257.6,0.1154,0.1154,0.0143,0.1256,1.0
551017.77,6798754.75,-8199.52,7.2441,7.2441,0.5619,0.1056,0.0
551444.72,6798747.63,-8178.79,111.8734,111.8734,5.4985,0.1716,1.0
551872.02,6798740.38,-8158.26,454.1791,454.1791,17.6736,0.2054,1.0
552299.33,6798733.0,-8142.98,578.0231,578.0231,21.6068,0.2113,1.0
552726.53,6798725.63,-8130.86,92.4887,92.4887,4.6922,0.167,1.0
553153.88,6798718.38,-8119.8,119.6506,119.6506,5.8152,0.1733,1.0
553581.64,6798711.5,-8114.71,992.9728,992.9728,33.917,0.2243,1.0
554010.0,6798705.25,-8114.15,646.2824,646.2824,23.7131,0.214,1.0
554439.0,6798699.63,-8113.97,11.3928,11.3928,0.8194,0.1165,1.0
554868.67,6798694.63,-8120.9,128.5887,128.5887,6.175,0.175,1.0
555299.14,6798690.5,-8135.23,133.3802,133.3802,6.3662,0.1759,1.0
555730.53,6798687.5,-8152.42,488.8565,488.8565,18.7912,0.2072,1.0
556162.89,6798685.38,-8169.34,729.5988,729.5988,26.2345,0.2169,1.0
556596.28,6798684.38,-8186.64,760.5172,760.5172,27.1578,0.2179,1.0
557030.78,6798684.63,-8206.69,89.9056,89.9056,3.6819,0.6649,1.0
557466.42,6798685.88,-8227.16,32.251,32.251,1.5669,0.5819,1.0
557903.22,6798688.25,-8249.61,152.9362,152.9362,5.7325,0.708,1.0
558341.14,6798691.88,-8271.9,47.1446,47.1446,2.15,0.6127,1.0
558780.0,6798696.5,-8291.84,167.9621,167.9621,6.1981,0.7156,1.0
559219.48,6798702.0,-8309.65,64.4138,64.4138,2.7887,0.6379,0.33888
550116.27,6799200.5,-8527.77,70.7148,70.7148,3.0142,0.6455,0.0
550574.11,6799205.38,-8494.37,0.9637,0.9637,0.084,0.2975,1.0
551020.25,6799204.63,-8152.31,191.3662,191.3662,8.6005,0.1846,0.0
551451.75,6799197.88,-8130.46,7.43,7.43,0.5738,0.1062,0.0
551878.75,6799190.0,-8105.6,317.7225,317.7225,13.1223,0.1968,1.0
552305.13,6799181.88,-8083.85,370.6599,370.6599,14.9205,0.2005,1.0
552731.47,6799173.75,-8068.03,466.9113,466.9113,18.0856,0.2061,1.0
553158.23,6799165.88,-8053.24,754.7306,754.7306,26.9855,0.2177,1.0
