X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,20.834,20.834,1.176,0.1156,1.0
552720.14,6798277.25,-8191.53,279.4327,279.4327,10.2328,0.1783,1.0
553148.33,6798270.75,-8186.99,243.5411,243.5411,9.1252,0.175,1.0
553576.81,6798264.63,-8184.66,693.851,693.851,21.835,0.2002,1.0
554005.8,6798259.13,-8182.89,1376.366,1376.366,38.6405,0.2168,1.0
554435.41,6798254.13,-8185.29,8.5063,8.5063,0.5575,0.094,1.0
554865.73,6798249.75,-8190.42,18.0055,18.0055,1.0414,0.1121,1.0
555296.92,6798246.38,-8195.59,13.2412,13.2412,0.8061,0.1047,1.0
555729.08,6798244.13,-8206.91,1288.843,1288.843,47.7312,0.5754,1.0
556162.25,6798242.75,-8223.83,3577.562,3577.562,111.7614,0.6556,1.0
556596.48,6798242.38,-8240.85,1603.687,1603.687,57.2667,0.5926,1.0
557031.84,6798243.13,-8257.6,4.0134,4.0134,0.389,0.1218,1.0
551017.77,6798754.75,-8199.52,13.7372,13.7372,0.8312,0.1056,0.0
551444.72,6798747.63,-8178.79,212.1475,212.1475,8.1338,0.1716,1.0
551872.02,6798740.38,-8158.26,861.2677,861.2677,26.1445,0.2054,1.0
552299.33,6798733.0,-8142.98,1096.115,1096.115,31.9628,0.2113,1.0
552726.53,6798725.63,-8130.86,175.3879,175.3879,6.9411,0.167,1.0
553153.88,6798718.38,-8119.8,226.8954,226.8954,8.6024,0.1733,1.0
553581.64,6798711.5,-8114.71,1882.991,1882.991,50.1732,0.2243,1.0
554010.0,6798705.25,-8114.15,1225.556,1225.556,35.0786,0.214,1.0
554439.0,6798699.63,-8113.97,21.6043,21.6043,1.2121,0.1165,1.0
554868.67,6798694.63,-8120.9,243.845,243.845,9.1347,0.175,1.0
555299.14,6798690.5,-8135.23,252.9312,252.9312,9.4174,0.1759,1.0
555730.53,6798687.5,-8152.42,927.027,927.027,27.7977,0.2072,1.0
556162.89,6798685.38,-8169.34,1383.551,1383.551,38.8085,0.2169,1.0
556596.28,6798684.38,-8186.64,1442.182,1442.182,40.1743,0.2179,1.0
557030.78,6798684.63,-8206.69,3127.773,3127.773,99.9229,0.6451,1.0
557466.42,6798685.88,-8227.16,1121.996,1121.996,42.5235,0.5645,1.0
557903.22,6798688.25,-8249.61,5320.577,5320.577,155.5731,0.6868,1.0
558341.14,6798691.88,-8271.9,1640.137,1640.137,58.3493,0.5944,1.0
558780.0,6798696.5,-8291.84,5843.323,5843.323,168.2102,0.6942,1.0
559219.48,6798702.0,-8309.65,2240.925,2240.925,75.6818,0.6189,0.575867
550116.27,6799200.5,-8527.77,2460.133,2460.133,81.8027,0.6262,0.0
550574.11,6799205.38,-8494.37,33.5262,33.5262,2.281,0.2886,1.0
551020.25,6799204.63,-8152.31,362.8911,362.8911,12.7227,0.1846,0.0
551451.75,6799197.88,-8130.46,14.0897,14.0897,0.8489,0.1062,0.0
551878.75,6799190.0,-8105.6,602.5026,602.5026,19.4117,0.1968,1.0
552305.13,6799181.88,-8083.85,702.8886,702.8886,22.0717,0.2005,1.0
552731.47,6799173.75,-8068.03,885.4119,885.4119,26.7538,0.2061,1.0
553158.23,6799165.88,-8053.24,1431.209,1431.209,39.9194,0.2177,1.0
553585.56,6799158.38,-8045.66,430.3792,430.3792,14.6659,0.1887,1.0
554013.5,6799151.38,-8045.38,1127.995,1127.995,32.7356,0.212,1.0
554442.03,6799145.0,-8042.9,327.0169,327.0169,11.6656,0.1821,1.0
554871.17,6799139.38,-8050.78,242.2832,242.2832,9.0859,0.1748,1.0
555301.02,6799134.5,-8070.5,825.6584,825.6584,25.2405,0.2044,1.0
555731.69,6799130.5,-8088.87,520.0889,520.0889,17.1723,0.1933,1.0
556163.28,6799127.63,-8106.7,17.3762,17.3762,1.0109,0.1113,1.0
556595.86,6799126.0,-8129.24,768.7532,768.7532,23.7823,0.2027,1.0
557029.48,6799125.5,-8154.67,548.4819,548.4819,17.9501,0.1946,1.0
557464.19,6799126.0,-8180.21,751.6461,751.6461,23.3405,0.2022,1.0
557899.95,6799127.63,-8206.4,5686.624,5686.624,164.4426,0.6921,1.0
558336.8,6799130.38,-8233.22,870.7291,870.7291,34.4248,0.5446,1.0
558774.58,6799134.25,-8262.42,6.3996,6.3996,0.5738,0.1585,1.0
559212.58,6799139.0,-8290.88,4.0168,4.0168,0.3892,0.1219,0.575867
559656.31,6799142.38,-8443.36,5733.547,5733.547,165.5726,0.6927,1.0
560105.63,6799141.75,-8474.76,8.2378,8.2378,0.7082,0.1783,1.0
550109.17,6799645.63,-8521.2,1622.903,1622.903,57.8379,0.5935,0.0
550566.02,6799650.75,-8479.16,2924.379,2924.379,94.4779,0.6398,1.0
551016.95,6799652.38,-8397.58,90.1476,90.1476,5.2011,0.3664,1.0
551455.7,6799647.88,-8074.79,303.9677,303.9677,10.9763,0.1803,0.0
551884.05,6799639.75,-8049.79,24.3475,24.3475,1.3391,0.1194,0.0
552309.11,6799630.88,-8026.69,21.4001,21.4001,1.2026,0.1163,1.0
552735.0,6799622.13,-8006.87,990.0286,990.0286,29.3633,0.2088,1.0
553161.61,6799613.5,-7989.09,146.6538,146.6538,5.9796,0.1627,1.0
553588.77,6799605.38,-7979.6,348.7291,348.7291,12.3075,0.1836,1.0
554016.42,6799597.75,-7976.4,167.36,167.36,6.6754,0.1659,1.0
554444.58,6799590.63,-7974.7,18.8789,18.8789,1.0833,0.1133,1.0
554873.27,6799584.25,-7984.63,613.4933,613.4933,19.7063,0.1973,1.0
555302.55,6799578.5,-8001.94,209.6606,209.6606,8.0543,0.1714,1.0
555732.53,6799573.63,-8017.55,262.0109,262.0109,9.6983,0.1767,1.0
556163.38,6799569.88,-8039.4,23.1192,23.1192,1.2826,0.1182,1.0
556595.17,6799567.25,-8070.33,363.8309,363.8309,12.7501,0.1846,1.0
557027.95,6799565.75,-8101.85,722.4395,722.4395,22.5822,0.2012,1.0
557461.72,6799565.38,-8133.42,589.2142,589.2142,19.0543,0.1963,1.0
557896.39,6799566.13,-8165.32,659.168,659.168,20.9216,0.199,1.0
558331.95,6799567.63,-8196.6,313.0092,313.0092,11.2477,0.181,1.0
558768.75,6799570.13,-8229.46,7473.375,7473.375,206.4903,0.7135,1.0
559207.25,6799573.38,-8262.81,5899.405,5899.405,169.5545,0.695,0.575867
559651.83,6799575.38,-8415.4,2829.206,2829.206,91.9086,0.6372,1.0
560101.39,6799575.63,-8451.25,5.6777,5.6777,0.5193,0.1491,1.0
550101.53,6800090.5,-8508.12,1485.195,1485.195,53.7183,0.5866,0.0
550555.81,6800094.75,-8448.93,1579.906,1579.906,56.5582,0.5914,1.0
551007.16,6800097.13,-8356.09,99.8918,99.8918,5.6656,0.3744,1.0
551452.52,6800095.88,-8261.44,2295.574,2295.574,77.2168,0.6208,1.0
551885.55,6800089.25,-7998.16,221.885,221.885,8.4438,0.1727,0.0
552311.13,6800080.0,-7975.18,22.7456,22.7456,1.2653,0.1178,1.0
552737.48,6800070.88,-7951.78,928.2852,928.2852,27.8291,0.2072,1.0
553164.3,6800061.75,-7930.73,24.6274,24.6274,1.3519,0.1197,1.0
553591.41,6800053.0,-7915.88,167.3704,167.3704,6.6757,0.1659,1.0
554018.84,6800044.63,-7907.83,962.7284,962.7284,28.687,0.2081,1.0
554446.69,6800036.75,-7904.66,263.0652,263.0652,9.7308,0.1768,1.0
554874.95,6800029.5,-7913.2,884.4636,884.4636,26.7299,0.2061,0.0
555303.7,6800022.75,-7931.66,379.7602,379.7602,13.2136,0.1857,1.0
555733.06,6800017.0,-7950.43,377.0367,377.0367,13.1346,0.1855,1.0
556163.17,6800012.25,-7977.28,709.7245,709.7245,22.2505,0.2008,0.575867
556594.17,6800008.38,-8012.64,435.3917,435.3917,14.8081,0.189,0.575867
557026.14,6800005.75,-8046.86,1011.607,1011.607,29.8956,0.2093,1.0
557459.05,6800004.38,-8084.21,669.2555,669.2555,21.1881,0.1994,1.0
557892.78,6800003.88,-8125.48,10.2225,10.2225,0.6497,0.0985,1.0
558327.11,6800004.0,-8162.02,1286.557,1286.557,36.5277,0.2151,1.0
558761.92,6800004.75,-8195.52,2255.211,2255.211,58.3115,0.2287,0.575867
