X,Y,Depth,PERMX,PERMY,PERMZ,PORO,Transmissibility
552292.0,6798283.88,-8197.92,16.4372,16.4372,0.8059,0.1156,1.0
552720.14,6798277.25,-8191.53,220.4613,220.4613,7.0124,0.1783,1.0
553148.33,6798270.75,-8186.99,192.1443,192.1443,6.2534,0.175,1.0
553576.81,6798264.63,-8184.66,547.421,547.421,14.9633,0.2002,1.0
554005.8,6798259.13,-8182.89,1085.898,1085.898,26.4799,0.2168,1.0
554435.41,6798254.13,-8185.29,6.7111,6.7111,0.382,0.094,1.0
554865.73,6798249.75,-8190.42,14.2056,14.2056,0.7136,0.1121,1.0
555296.92,6798246.38,-8195.59,10.4468,10.4468,0.5524,0.1047,1.0
555729.08,6798244.13,-8206.91,878.8577,878.8577,28.2708,0.0914,1.0
556162.25,6798242.75,-8223.83,2439.528,2439.528,66.1954,0.1042,1.0
556596.48,6798242.38,-8240.85,1093.549,1093.549,33.9186,0.0942,1.0
557031.84,6798243.13,-8257.6,2.7368,2.7368,0.2304,0.0194,1.0
551017.77,6798754.75,-8199.52,10.8381,10.8381,0.5696,0.1056,0.0
551444.72,6798747.63,-8178.79,167.3759,167.3759,5.574,0.1716,1.0
551872.02,6798740.38,-8158.26,679.5061,679.5061,17.9165,0.2054,1.0
552299.33,6798733.0,-8142.98,864.7914,864.7914,21.9037,0.2113,1.0
552726.53,6798725.63,-8130.86,138.3741,138.3741,4.7567,0.167,1.0
553153.88,6798718.38,-8119.8,179.0115,179.0115,5.8951,0.1733,1.0
553581.64,6798711.5,-8114.71,1485.606,1485.606,34.3831,0.2243,1.0
554010.0,6798705.25,-8114.15,966.9155,966.9155,24.0389,0.214,1.0
554439.0,6798699.63,-8113.97,17.045,17.045,0.8307,0.1165,1.0
554868.67,6798694.63,-8120.9,192.3841,192.3841,6.2599,0.175,1.0
555299.14,6798690.5,-8135.23,199.5527,199.5527,6.4537,0.1759,1.0
555730.53,6798687.5,-8152.42,731.3877,731.3877,19.0494,0.2072,1.0
556162.89,6798685.38,-8169.34,1091.567,1091.567,26.595,0.2169,1.0
556596.28,6798684.38,-8186.64,1137.824,1137.824,27.5309,0.2179,1.0
557030.78,6798684.63,-8206.69,2132.818,2132.818,59.1836,0.1025,1.0
557466.42,6798685.88,-8227.16,765.0854,765.0854,25.1863,0.0897,1.0
557903.22,6798688.25,-8249.61,3628.084,3628.084,92.1448,0.1091,1.0
558341.14,6798691.88,-8271.9,1118.404,1118.404,34.5599,0.0944,1.0
558780.0,6798696.5,-8291.84,3984.543,3984.543,99.6297,0.1103,1.0
559219.48,6798702.0,-8309.65,1528.079,1528.079,44.8258,0.0983,0.484542
550116.27,6799200.5,-8527.77,1677.557,1677.557,48.4512,0.0995,0.0
550574.11,6799205.38,-8494.37,22.8614,22.8614,1.351,0.0459,1.0
551020.25,6799204.63,-8152.31,286.3067,286.3067,8.7187,0.1846,0.0
551451.75,6799197.88,-8130.46,11.1162,11.1162,0.5817,0.1062,0.0
551878.75,6799190.0,-8105.6,475.3507,475.3507,13.3026,0.1968,1.0
552305.13,6799181.88,-8083.85,554.5513,554.5513,15.1255,0.2005,1.0
552731.47,6799173.75,-8068.03,698.555,698.555,18.3341,0.2061,1.0
553158.23,6799165.88,-8053.24,1129.167,1129.167,27.3563,0.2177,1.0
553585.56,6799158.38,-8045.66,339.5521,339.5521,10.0503,0.1887,1.0
